"iso3c","year","EquipI","NonequipI"
"KWT",1996,0.222928522965705,0.00903785303429544
"KWT",1997,0.200602783758151,0.0100987262418491
"KWT",1998,0.262758781945451,0.0142872130545493
"KWT",1999,0.217358226234568,0.00603741976543243
"KWT",2000,0.14749416819921,0.0037545248007904
"KWT",2001,0.197266109276422,0.0041558967235782
"KWT",2002,0.239248510258141,0.00435051674185926
"KWT",2003,0.226277944800607,0.00435902419939297
"KWT",2004,0.232403591508983,0.00469309049101682
"KWT",2005,0.209846345708108,0.00384527629189156
"KWT",2006,0.194175662582829,0.00399057341717095
"KWT",2007,0.237991822596781,0.00455589840321894
"KWT",2008,0.197151215506238,0.0032985344937621
"KWT",2009,0.20198529107873,0.00662496092127018
"KWT",2010,0.211939752627809,0.00712344037219118
"KWT",2011,0.143159342176142,0.0190054358238575
"KWT",2012,0.14324995416412,0.00447470383588003
"KWT",2013,0.15711071366529,0.00483203633471031
"KWT",2014,0.170237755191277,0.00573340980872307
"KWT",2015,0.260057065453405,0.00892993454659493
"KWT",2016,0.277359835149657,0.00964371185034325
"KWT",2017,0.260916732527832,0.00934634347216804
"LAO",1980,0.154982597,0
"LAO",1981,0.149827553788921,0.00290081021107857
"LAO",1982,0.155453085378456,0.00595013862154426
"LAO",1983,0.164508802037116,0.00927698896288365
"LAO",1984,0.123379932989477,0.00918179501052298
"LAO",1985,0.133443961690889,0.00940186230911118
"LAO",1986,0.127318530334748,0.0106980366652519
"LAO",1987,0.177808390792595,0.0141874682074053
"LAO",1988,0.20740023020044,0.0157715547995599
"LAO",1989,0.267137410834364,0.0242989041656358
"LAO",1990,0.248180778119609,0.024648694880391
"LAO",1991,0.246207719618379,0.0273556653816209
"LAO",1992,0.244234794091232,0.0283949439087678
"LAO",1993,0.247345938810068,0.0291047841899321
"LAO",1994,0.243699712369579,0.0290835376304207
"LAO",1995,0.231007161786892,0.0293813912131083
"LAO",1996,0.23574347181247,0.0305524971875298
"LAO",1997,0.218617549578372,0.0300806854216277
"LAO",1998,0.199740345470995,0.0321502735290053
"LAO",1999,0.229533948788463,0.0403359752115372
"LAO",2000,0.177206308146858,0.0359344178531422
"LAO",2001,0.162534175087992,0.0330618489120079
"LAO",2002,0.188545753858727,0.0428965481412726
"LAO",2003,0.192963369900687,0.0446048000993125
"LAO",2004,0.213088316622767,0.0531845563772326
"LAO",2005,0.223349600195637,0.0573792768043632
"LAO",2006,0.229836577480228,0.0587511415197717
"LAO",2007,0.27313872519945,0.0648635688005495
"LAO",2008,0.260584597404172,0.0623810545958279
"LAO",2009,0.228194150726772,0.053118762273228
"LAO",2010,0.17752267091893,0.0505026760810704
"LAO",2011,0.183838700630094,0.0479399503699061
"LAO",2012,0.216585255113845,0.0535504158861549
"LAO",2013,0.193515484555001,0.0470120854449993
"LAO",2014,0.199448335896971,0.0474097991030288
"LAO",2015,0.210634650434098,0.0500319285659021
"LAO",2016,0.200031844769665,0.0474438392303352
"LAO",2017,0.196924333818715,0.0466473801812846
"LBN",1980,0.141585871296663,0.000372976703337348
"LBN",1981,0.186950227000863,0.00154591599913705
"LBN",1982,0.0800689133861985,0.00161769461380147
"LBN",1983,0.115976901362831,0.00347383963716915
"LBN",1984,0.19464025806388,0.00766005193612009
"LBN",1985,0.208272588991369,0.0102569040086312
"LBN",1986,0.174635235227453,0.0103506707725473
"LBN",1987,0.248281824993677,0.0162458830063227
"LBN",1988,0.25686233624318,0.0160306457568204
"LBN",1989,0.241548846023193,0.018670399976807
"LBN",1990,0.238613964931899,0.0198709350681006
"LBN",1991,0.215462303147407,0.0148806958525933
"LBN",1992,0.274245460578639,0.0177607344213611
"LBN",1993,0.341940722287568,0.0169515697124321
"LBN",1994,0.33780030791615,0.01622672508385
"LBN",1995,0.335862438706132,0.0175003892938683
"LBN",1996,0.332829046726048,0.0218396302739521
"LBN",1997,0.359760631002964,0.0415156889970357
"LBN",1998,0.327666628068372,0.0351443409316278
"LBN",1999,0.241657094975625,0.0260779990243754
"LBN",2000,0.226247206663579,0.0240063813364213
"LBN",2001,0.240698489521749,0.027323541478251
"LBN",2002,0.219589513644376,0.0212432773556237
"LBN",2003,0.223201597785592,0.0205595992144079
"LBN",2004,0.220904591590169,0.0350258914098312
"LBN",2005,0.247618277131048,0.0318582458689519
"LBN",2006,0.222526793745911,0.0294296392540894
"LBN",2007,0.251560417013157,0.0330933359868432
"LBN",2008,0.283339460236913,0.0371830567630869
"LBN",2009,0.291104295248637,0.034502944751363
"LBN",2010,0.278288037672298,0.0407468963277023
"LBN",2011,0.286752341458515,0.0363827665414854
"LBN",2012,0.267831944302349,0.0279060376976508
"LBN",2013,0.297130732473356,0.0304624745266438
"LBN",2014,0.26555308229859,0.0260817457014103
"LBN",2015,0.236134813947658,0.0232820940523423
"LBN",2016,0.238295033859751,0.0234381401402488
"LBN",2017,0.23723900653364,0.0234203004663599
"LBR",1980,0.24489045535229,0.0001706146477099
"LBR",1981,0.209911746543777,0.000106649456223129
"LBR",1982,0.247883259882859,0.000215471117140949
"LBR",1983,0.199152961069705,0.000208169930295136
"LBR",1984,0.180423311459531,0.000173263540469232
"LBR",1985,0.128474016696172,9.09963038284189e-05
"LBR",1986,0.112106071842731,8.71551572687406e-05
"LBR",1987,0.104237358657033,7.43013429666892e-05
"LBR",1988,0.0856371680461433,6.0474953856703e-05
"LBR",1989,0.0762073266989031,4.58493010969011e-05
"LBR",1990,0.0866910802895543,6.33607104457098e-05
"LBR",1991,0.0690362577884859,4.73282115140861e-05
"LBR",1992,0.0812147780784585,5.64159215414526e-05
"LBR",1993,0.0837915389158269,5.42180841730818e-05
