"year","EducIndex","iso3c"
2001,0.179,"MLI"
2001,0.657,"MLT"
2001,NA,"MHL"
2001,0.282,"MRT"
2001,0.561,"MUS"
2001,0.554,"MEX"
2001,0.453,"FSM"
2001,0.623,"MDA"
2001,0.557,"MNG"
2001,NA,"MNE"
2001,0.361,"MAR"
2001,0.253,"MOZ"
2001,0.324,"MMR"
2001,0.521,"NAM"
2001,0.322,"NPL"
2001,0.829,"NLD"
2001,0.872,"NZL"
2001,0.468,"NIC"
2001,0.12,"NER"
2001,NA,"NGA"
2001,0.878,"NOR"
2001,0.492,"OMN"
2001,0.27,"PAK"
2001,0.762,"PLW"
2001,NA,"PSE"
2001,0.637,"PAN"
2001,0.296,"PNG"
2001,0.546,"PRY"
2001,0.655,"PER"
2001,0.573,"PHL"
2001,0.787,"POL"
2001,0.669,"PRT"
2001,0.616,"QAT"
2001,0.657,"ROU"
2001,0.735,"RUS"
2001,0.282,"RWA"
2001,NA,"KNA"
2001,0.585,"LCA"
2001,0.614,"VCT"
2001,0.632,"WSM"
2001,0.408,"STP"
2001,0.563,"SAU"
2001,0.235,"SEN"
2001,0.684,"SRB"
2001,0.576,"SYC"
2001,0.279,"SLE"
2001,0.657,"SGP"
2001,0.704,"SVK"
2001,0.818,"SVN"
2001,0.357,"SLB"
2001,0.609,"ZAF"
2001,NA,"SSD"
2001,0.716,"ESP"
2001,0.689,"LKA"
2001,0.244,"SDN"
2001,NA,"SUR"
2001,0.883,"SWE"
2001,0.807,"CHE"
2001,0.444,"SYR"
2001,0.627,"TJK"
2001,0.323,"TZA"
2001,0.532,"THA"
2001,0.557,"MKD"
2001,0.364,"TLS"
2001,0.405,"TGO"
2001,0.679,"TON"
2001,0.641,"TTO"
2001,0.539,"TUN"
2001,0.51,"TUR"
2001,NA,"TKM"
2001,0.439,"UGA"
2001,0.728,"UKR"
2001,0.618,"ARE"
2001,0.84,"GBR"
2001,0.859,"USA"
2001,0.674,"URY"
2001,0.614,"UZB"
2001,NA,"VUT"
2001,0.518,"VEN"
2001,0.485,"VNM"
2001,0.268,"YEM"
2001,0.477,"ZMB"
2001,0.502,"ZWE"
2002,0.259,"AFG"
2002,0.598,"ALB"
2002,0.529,"DZA"
2002,0.559,"AND"
2002,0.312,"AGO"
2002,NA,"ATG"
2002,0.762,"ARG"
2002,0.66,"ARM"
2002,0.895,"AUS"
2002,0.721,"AUT"
2002,0.653,"AZE"
2002,0.704,"BHS"
2002,0.646,"BHR"
2002,0.362,"BGD"
2002,0.697,"BRB"
2002,0.687,"BLR"
2002,0.842,"BEL"
2002,0.678,"BLZ"
2002,0.31,"BEN"
2002,NA,"BTN"
2002,0.641,"BOL"
2002,0.574,"BIH"
2002,0.59,"BWA"
2002,0.61,"BRA"
2002,0.651,"BRN"
2002,0.691,"BGR"
2002,0.147,"BFA"
2002,0.199,"BDI"
2002,0.451,"CPV"
2002,0.369,"KHM"
2002,0.394,"CMR"
2002,0.822,"CAN"
2002,0.256,"CAF"
2002,0.198,"TCD"
2002,0.685,"CHL"
2002,0.496,"CHN"
2002,0.54,"COL"
2002,NA,"COM"
2002,0.449,"COG"
2002,0.324,"COD"
2002,0.601,"CRI"
2002,0.685,"HRV"
2002,0.671,"CUB"
2002,0.701,"CYP"
2002,0.777,"CZE"
2002,0.313,"CIV"
2002,0.858,"DNK"
2002,0.211,"DJI"
2002,0.599,"DMA"
2002,0.566,"DOM"
2002,0.586,"ECU"
2002,0.484,"EGY"
2002,0.518,"SLV"
2002,0.411,"GNQ"
2002,NA,"ERI"
2002,0.83,"EST"
2002,0.373,"SWZ"
2002,0.2,"ETH"
2002,0.685,"FJI"
2002,0.817,"FIN"
2002,0.764,"FRA"
2002,0.557,"GAB"
2002,0.274,"GMB"
2002,0.724,"GEO"
2002,0.857,"DEU"
2002,0.427,"GHA"
2002,0.714,"GRC"
2002,0.654,"GRD"
2002,0.379,"GTM"
2002,0.214,"GIN"
2002,NA,"GNB"
2002,0.568,"GUY"
2002,0.356,"HTI"
2002,0.434,"HND"
2002,0.716,"HKG"
2002,0.758,"HUN"
2002,0.813,"ISL"
2002,0.39,"IND"
2002,0.533,"IDN"
2002,0.546,"IRN"
2002,0.441,"IRQ"
2002,0.841,"IRL"
2002,0.849,"ISR"
2002,0.722,"ITA"
2002,0.586,"JAM"
2002,0.764,"JPN"
2002,0.688,"JOR"
2002,0.73,"KAZ"
2002,0.411,"KEN"
2002,0.556,"KIR"
2002,0.8,"KOR"
2002,0.598,"KWT"
2002,0.674,"KGZ"
2002,0.364,"LAO"
2002,0.769,"LVA"
2002,NA,"LBN"
2002,0.46,"LSO"
2002,0.406,"LBR"
2002,0.642,"LBY"
2002,0.739,"LIE"
2002,0.801,"LTU"
2002,0.734,"LUX"
2002,0.412,"MDG"
2002,0.388,"MWI"
2002,0.611,"MYS"
2002,0.435,"MDV"
2002,0.191,"MLI"
2002,0.662,"MLT"
2002,NA,"MHL"
2002,0.286,"MRT"
2002,0.569,"MUS"
2002,0.566,"MEX"
2002,0.465,"FSM"
2002,0.638,"MDA"
2002,0.57,"MNG"
2002,NA,"MNE"
2002,0.377,"MAR"
2002,0.268,"MOZ"
2002,0.329,"MMR"
2002,0.517,"NAM"
2002,0.341,"NPL"
2002,0.824,"NLD"
2002,0.887,"NZL"
2002,0.479,"NIC"
2002,0.124,"NER"
2002,NA,"NGA"
2002,0.88,"NOR"
2002,0.51,"OMN"
2002,0.28,"PAK"
2002,0.763,"PLW"
2002,NA,"PSE"
2002,0.645,"PAN"
2002,0.306,"PNG"
2002,0.568,"PRY"
2002,0.646,"PER"
2002,0.584,"PHL"
2002,0.804,"POL"
2002,0.67,"PRT"
2002,0.625,"QAT"
2002,0.667,"ROU"
2002,0.746,"RUS"
2002,0.296,"RWA"
2002,NA,"KNA"
2002,0.585,"LCA"
2002,0.616,"VCT"
2002,0.637,"WSM"
2002,0.413,"STP"
2002,0.572,"SAU"
2002,0.242,"SEN"
2002,0.684,"SRB"
2002,0.588,"SYC"
2002,0.287,"SLE"
2002,0.67,"SGP"
2002,0.718,"SVK"
2002,0.831,"SVN"
2002,0.377,"SLB"
2002,0.644,"ZAF"
2002,NA,"SSD"
2002,0.717,"ESP"
2002,0.692,"LKA"
2002,0.249,"SDN"
2002,NA,"SUR"
2002,0.886,"SWE"
2002,0.805,"CHE"
2002,0.442,"SYR"
2002,0.634,"TJK"
2002,0.332,"TZA"
2002,0.544,"THA"
2002,0.569,"MKD"
2002,0.37,"TLS"
2002,0.41,"TGO"
2002,0.686,"TON"
2002,0.648,"TTO"
2002,0.549,"TUN"
2002,0.524,"TUR"
2002,NA,"TKM"
2002,0.458,"UGA"
2002,0.742,"UKR"
2002,0.627,"ARE"
2002,0.842,"GBR"
2002,0.861,"USA"
2002,0.685,"URY"
2002,0.627,"UZB"
2002,NA,"VUT"
2002,0.549,"VEN"
2002,0.496,"VNM"
2002,0.278,"YEM"
2002,0.486,"ZMB"
2002,0.493,"ZWE"
2003,0.271,"AFG"
2003,0.605,"ALB"
2003,0.542,"DZA"
2003,0.64,"AND"
2003,0.324,"AGO"
2003,NA,"ATG"
2003,0.761,"ARG"
2003,0.662,"ARM"
2003,0.893,"AUS"
2003,0.728,"AUT"
2003,0.66,"AZE"
2003,0.706,"BHS"
2003,0.646,"BHR"
2003,0.37,"BGD"
2003,0.704,"BRB"
2003,0.696,"BLR"
2003,0.846,"BEL"
2003,0.689,"BLZ"
2003,0.321,"BEN"
2003,NA,"BTN"
2003,0.644,"BOL"
2003,0.582,"BIH"
2003,0.596,"BWA"
2003,0.595,"BRA"
2003,0.661,"BRN"
2003,0.705,"BGR"
2003,0.151,"BFA"
2003,0.214,"BDI"
2003,0.454,"CPV"
2003,0.382,"KHM"
2003,0.399,"CMR"
2003,0.83,"CAN"
2003,0.262,"CAF"
2003,0.201,"TCD"
2003,0.698,"CHL"
2003,0.508,"CHN"
2003,0.533,"COL"
2003,NA,"COM"
2003,0.445,"COG"
2003,0.333,"COD"
2003,0.605,"CRI"
2003,0.693,"HRV"
2003,0.693,"CUB"
2003,0.718,"CYP"
2003,0.792,"CZE"
2003,0.321,"CIV"
2003,0.885,"DNK"
2003,0.222,"DJI"
2003,0.602,"DMA"
2003,0.573,"DOM"
2003,0.59,"ECU"
2003,0.487,"EGY"
2003,0.533,"SLV"
2003,0.416,"GNQ"
2003,NA,"ERI"
2003,0.835,"EST"
2003,0.376,"SWZ"
2003,0.208,"ETH"
2003,0.684,"FJI"
2003,0.82,"FIN"
2003,0.772,"FRA"
2003,0.563,"GAB"
2003,0.284,"GMB"
2003,0.731,"GEO"
2003,0.872,"DEU"
2003,0.423,"GHA"
2003,0.724,"GRC"
2003,0.662,"GRD"
2003,0.382,"GTM"
2003,0.194,"GIN"
2003,NA,"GNB"
2003,0.554,"GUY"
2003,0.362,"HTI"
2003,0.442,"HND"
2003,0.731,"HKG"
2003,0.773,"HUN"
2003,0.827,"ISL"
2003,0.409,"IND"
2003,0.543,"IDN"
2003,0.55,"IRN"
2003,0.456,"IRQ"
2003,0.855,"IRL"
2003,0.848,"ISR"
2003,0.733,"ITA"
2003,0.569,"JAM"
2003,0.768,"JPN"
2003,0.698,"JOR"
2003,0.75,"KAZ"
2003,0.434,"KEN"
2003,0.581,"KIR"
2003,0.81,"KOR"
2003,0.603,"KWT"
2003,0.683,"KGZ"
2003,0.375,"LAO"
2003,0.795,"LVA"
2003,NA,"LBN"
2003,0.469,"LSO"
2003,0.406,"LBR"
2003,0.646,"LBY"
2003,0.751,"LIE"
2003,0.821,"LTU"
2003,0.739,"LUX"
2003,0.42,"MDG"
2003,0.387,"MWI"
2003,0.62,"MYS"
2003,0.451,"MDV"
2003,0.203,"MLI"
2003,0.678,"MLT"
2003,NA,"MHL"
2003,0.291,"MRT"
2003,0.583,"MUS"
2003,0.579,"MEX"
2003,0.478,"FSM"
2003,0.652,"MDA"
2003,0.593,"MNG"
2003,0.693,"MNE"
2003,0.39,"MAR"
2003,0.282,"MOZ"
2003,0.334,"MMR"
2003,0.52,"NAM"
2003,0.346,"NPL"
2003,0.832,"NLD"
2003,0.888,"NZL"
2003,0.482,"NIC"
2003,0.126,"NER"
2003,0.411,"NGA"
2003,0.892,"NOR"
2003,0.532,"OMN"
2003,0.29,"PAK"
2003,0.765,"PLW"
2003,NA,"PSE"
2003,0.651,"PAN"
2003,0.316,"PNG"
2003,0.571,"PRY"
2003,0.636,"PER"
2003,0.589,"PHL"
2003,0.811,"POL"
2003,0.677,"PRT"
2003,0.642,"QAT"
2003,0.683,"ROU"
2003,0.757,"RUS"
2003,0.316,"RWA"
2003,NA,"KNA"
2003,0.584,"LCA"
2003,0.626,"VCT"
2003,0.642,"WSM"
2003,0.418,"STP"
2003,0.58,"SAU"
2003,0.249,"SEN"
2003,0.693,"SRB"
2003,0.595,"SYC"
2003,0.295,"SLE"
2003,0.681,"SGP"
2003,0.729,"SVK"
2003,0.843,"SVN"
2003,0.383,"SLB"
2003,0.651,"ZAF"
2003,NA,"SSD"
2003,0.72,"ESP"
2003,0.698,"LKA"
2003,0.255,"SDN"
2003,NA,"SUR"
2003,0.894,"SWE"
2003,0.813,"CHE"
2003,0.464,"SYR"
2003,0.645,"TJK"
2003,0.343,"TZA"
2003,0.555,"THA"
2003,0.581,"MKD"
2003,0.384,"TLS"
2003,0.416,"TGO"
2003,0.712,"TON"
2003,0.655,"TTO"
2003,0.557,"TUN"
2003,0.53,"TUR"
2003,NA,"TKM"
2003,0.464,"UGA"
2003,0.754,"UKR"
2003,0.636,"ARE"
2003,0.845,"GBR"
2003,0.866,"USA"
2003,0.697,"URY"
2003,0.634,"UZB"
2003,NA,"VUT"
2003,0.556,"VEN"
2003,0.507,"VNM"
2003,0.287,"YEM"
2003,0.495,"ZMB"
2003,0.483,"ZWE"
2004,0.302,"AFG"
2004,0.606,"ALB"
2004,0.557,"DZA"
2004,0.649,"AND"
2004,0.336,"AGO"
2004,NA,"ATG"
2004,0.76,"ARG"
2004,0.664,"ARM"
2004,0.892,"AUS"
2004,0.74,"AUT"
2004,0.666,"AZE"
2004,0.708,"BHS"
2004,0.641,"BHR"
2004,0.378,"BGD"
2004,0.711,"BRB"
2004,0.706,"BLR"
2004,0.849,"BEL"
2004,0.699,"BLZ"
2004,0.333,"BEN"
2004,NA,"BTN"
2004,0.637,"BOL"
2004,0.59,"BIH"
2004,0.601,"BWA"
2004,0.593,"BRA"
2004,0.673,"BRN"
2004,0.712,"BGR"
2004,0.162,"BFA"
2004,0.228,"BDI"
2004,0.455,"CPV"
2004,0.392,"KHM"
2004,0.4,"CMR"
2004,0.839,"CAN"
2004,0.269,"CAF"
2004,0.204,"TCD"
2004,0.715,"CHL"
2004,0.522,"CHN"
2004,0.56,"COL"
2004,0.364,"COM"
2004,0.453,"COG"
2004,0.343,"COD"
2004,0.609,"CRI"
2004,0.702,"HRV"
2004,0.721,"CUB"
2004,0.724,"CYP"
2004,0.794,"CZE"
2004,0.329,"CIV"
2004,0.889,"DNK"
2004,0.232,"DJI"
2004,0.604,"DMA"
2004,0.579,"DOM"
2004,0.594,"ECU"
2004,0.497,"EGY"
2004,0.546,"SLV"
2004,0.421,"GNQ"
2004,NA,"ERI"
2004,0.841,"EST"
2004,0.401,"SWZ"
2004,0.221,"ETH"
2004,0.695,"FJI"
2004,0.871,"FIN"
2004,0.774,"FRA"
2004,0.569,"GAB"
2004,0.293,"GMB"
2004,0.74,"GEO"
2004,0.886,"DEU"
2004,0.437,"GHA"
2004,0.742,"GRC"
2004,0.67,"GRD"
2004,0.386,"GTM"
2004,0.236,"GIN"
2004,NA,"GNB"
2004,0.561,"GUY"
2004,0.368,"HTI"
2004,0.449,"HND"
2004,0.747,"HKG"
2004,0.77,"HUN"
2004,0.828,"ISL"
2004,0.419,"IND"
2004,0.551,"IDN"
2004,0.546,"IRN"
2004,0.471,"IRQ"
2004,0.872,"IRL"
2004,0.846,"ISR"
2004,0.741,"ITA"
2004,0.611,"JAM"
2004,0.774,"JPN"
2004,0.705,"JOR"
2004,0.769,"KAZ"
2004,0.451,"KEN"
2004,0.578,"KIR"
2004,0.821,"KOR"
2004,0.598,"KWT"
2004,0.683,"KGZ"
2004,0.382,"LAO"
2004,0.822,"LVA"
2004,NA,"LBN"
2004,0.471,"LSO"
2004,0.405,"LBR"
2004,0.644,"LBY"
2004,0.763,"LIE"
2004,0.829,"LTU"
2004,0.746,"LUX"
2004,0.428,"MDG"
2004,0.375,"MWI"
2004,0.621,"MYS"
2004,0.451,"MDV"
2004,0.214,"MLI"
2004,0.7,"MLT"
2004,NA,"MHL"
2004,0.307,"MRT"
2004,0.595,"MUS"
2004,0.588,"MEX"
2004,0.49,"FSM"
2004,0.666,"MDA"
2004,0.612,"MNG"
2004,0.705,"MNE"
2004,0.4,"MAR"
2004,0.298,"MOZ"
2004,0.339,"MMR"
2004,0.518,"NAM"
2004,0.353,"NPL"
2004,0.835,"NLD"
2004,0.888,"NZL"
2004,0.485,"NIC"
2004,0.137,"NER"
2004,0.424,"NGA"
2004,0.913,"NOR"
2004,0.543,"OMN"
2004,0.311,"PAK"
2004,0.766,"PLW"
2004,0.607,"PSE"
2004,0.655,"PAN"
2004,0.33,"PNG"
2004,0.579,"PRY"
2004,0.647,"PER"
2004,0.611,"PHL"
2004,0.796,"POL"
2004,0.673,"PRT"
2004,0.646,"QAT"
2004,0.703,"ROU"
2004,0.76,"RUS"
2004,0.337,"RWA"
2004,NA,"KNA"
2004,0.584,"LCA"
2004,0.629,"VCT"
2004,0.647,"WSM"
2004,0.426,"STP"
2004,0.594,"SAU"
2004,0.256,"SEN"
2004,0.7,"SRB"
2004,0.592,"SYC"
2004,0.303,"SLE"
2004,0.688,"SGP"
2004,0.74,"SVK"
2004,0.852,"SVN"
2004,0.388,"SLB"
2004,0.653,"ZAF"
2004,NA,"SSD"
2004,0.725,"ESP"
2004,0.704,"LKA"
2004,0.268,"SDN"
2004,0.568,"SUR"
2004,0.852,"SWE"
2004,0.819,"CHE"
2004,0.485,"SYR"
2004,0.646,"TJK"
2004,0.354,"TZA"
2004,0.567,"THA"
2004,0.593,"MKD"
2004,0.399,"TLS"
2004,0.421,"TGO"
2004,0.712,"TON"
2004,0.667,"TTO"
2004,0.573,"TUN"
2004,0.53,"TUR"
2004,NA,"TKM"
2004,0.442,"UGA"
2004,0.755,"UKR"
2004,0.645,"ARE"
2004,0.861,"GBR"
2004,0.867,"USA"
2004,0.697,"URY"
2004,0.639,"UZB"
2004,NA,"VUT"
2004,0.569,"VEN"
2004,0.518,"VNM"
2004,0.297,"YEM"
2004,0.505,"ZMB"
2004,0.485,"ZWE"
2005,0.312,"AFG"
2005,0.623,"ALB"
2005,0.57,"DZA"
2005,0.626,"AND"
2005,0.348,"AGO"
2005,0.673,"ATG"
2005,0.751,"ARG"
2005,0.675,"ARM"
2005,0.892,"AUS"
2005,0.749,"AUT"
2005,0.652,"AZE"
2005,0.71,"BHS"
2005,0.637,"BHR"
2005,0.385,"BGD"
2005,0.718,"BRB"
2005,0.716,"BLR"
2005,0.856,"BEL"
2005,0.685,"BLZ"
2005,0.344,"BEN"
2005,0.335,"BTN"
2005,0.631,"BOL"
2005,0.599,"BIH"
2005,0.606,"BWA"
2005,0.593,"BRA"
2005,0.679,"BRN"
2005,0.715,"BGR"
2005,0.173,"BFA"
2005,0.24,"BDI"
2005,0.463,"CPV"
2005,0.4,"KHM"
2005,0.4,"CMR"
2005,0.847,"CAN"
2005,0.276,"CAF"
2005,0.202,"TCD"
2005,0.722,"CHL"
2005,0.535,"CHN"
2005,0.584,"COL"
2005,0.376,"COM"
2005,0.46,"COG"
2005,0.352,"COD"
2005,0.613,"CRI"
2005,0.71,"HRV"
2005,0.736,"CUB"
2005,0.729,"CYP"
2005,0.809,"CZE"
2005,0.336,"CIV"
2005,0.895,"DNK"
2005,0.245,"DJI"
2005,0.606,"DMA"
2005,0.585,"DOM"
2005,0.598,"ECU"
2005,0.507,"EGY"
2005,0.558,"SLV"
2005,0.429,"GNQ"
2005,0.272,"ERI"
2005,0.85,"EST"
2005,0.426,"SWZ"
2005,0.247,"ETH"
2005,0.697,"FJI"
2005,0.876,"FIN"
2005,0.794,"FRA"
2005,0.575,"GAB"
2005,0.303,"GMB"
2005,0.753,"GEO"
2005,0.902,"DEU"
2005,0.454,"GHA"
2005,0.768,"GRC"
2005,0.678,"GRD"
2005,0.39,"GTM"
2005,0.251,"GIN"
2005,0.311,"GNB"
2005,0.57,"GUY"
2005,0.373,"HTI"
2005,0.457,"HND"
2005,0.762,"HKG"
2005,0.787,"HUN"
2005,0.835,"ISL"
2005,0.429,"IND"
2005,0.552,"IDN"
2005,0.552,"IRN"
2005,0.478,"IRQ"
2005,0.878,"IRL"
2005,0.847,"ISR"
2005,0.748,"ITA"
2005,0.618,"JAM"
2005,0.779,"JPN"
2005,0.705,"JOR"
2005,0.789,"KAZ"
2005,0.455,"KEN"
2005,0.581,"KIR"
2005,0.831,"KOR"
2005,0.583,"KWT"
2005,0.687,"KGZ"
2005,0.39,"LAO"
2005,0.841,"LVA"
2005,0.619,"LBN"
2005,0.473,"LSO"
2005,0.404,"LBR"
2005,0.642,"LBY"
2005,0.767,"LIE"
2005,0.848,"LTU"
2005,0.752,"LUX"
2005,0.438,"MDG"
2005,0.373,"MWI"
2005,0.608,"MYS"
2005,0.451,"MDV"
2005,0.226,"MLI"
2005,0.737,"MLT"
2005,NA,"MHL"
2005,0.311,"MRT"
2005,0.614,"MUS"
2005,0.595,"MEX"
2005,0.503,"FSM"
2005,0.676,"MDA"
2005,0.639,"MNG"
2005,0.718,"MNE"
2005,0.409,"MAR"
2005,0.318,"MOZ"
2005,0.344,"MMR"
2005,0.516,"NAM"
2005,0.359,"NPL"
2005,0.844,"NLD"
2005,0.888,"NZL"
2005,0.488,"NIC"
2005,0.144,"NER"
2005,0.426,"NGA"
2005,0.901,"NOR"
2005,0.553,"OMN"
2005,0.33,"PAK"
2005,0.767,"PLW"
2005,0.611,"PSE"
2005,0.658,"PAN"
2005,0.34,"PNG"
2005,0.581,"PRY"
2005,0.653,"PER"
2005,0.611,"PHL"
2005,0.804,"POL"
2005,0.677,"PRT"
2005,0.657,"QAT"
2005,0.716,"ROU"
2005,0.762,"RUS"
2005,0.354,"RWA"
2005,0.598,"KNA"
2005,0.594,"LCA"
2005,0.635,"VCT"
2005,0.652,"WSM"
2005,0.433,"STP"
2005,0.604,"SAU"
2005,0.263,"SEN"
2005,0.713,"SRB"
2005,0.621,"SYC"
2005,0.311,"SLE"
2005,0.735,"SGP"
2005,0.753,"SVK"
2005,0.854,"SVN"
2005,0.394,"SLB"
2005,0.655,"ZAF"
2005,NA,"SSD"
2005,0.738,"ESP"
2005,0.71,"LKA"
2005,0.274,"SDN"
2005,0.572,"SUR"
2005,0.853,"SWE"
2005,0.823,"CHE"
2005,0.509,"SYR"
2005,0.649,"TJK"
2005,0.37,"TZA"
2005,0.585,"THA"
2005,0.608,"MKD"
2005,0.414,"TLS"
2005,0.425,"TGO"
2005,0.712,"TON"
2005,0.676,"TTO"
2005,0.586,"TUN"
2005,0.53,"TUR"
2005,NA,"TKM"
2005,0.445,"UGA"
2005,0.776,"UKR"
2005,0.658,"ARE"
2005,0.867,"GBR"
2005,0.87,"USA"
2005,0.688,"URY"
2005,0.645,"UZB"
2005,0.512,"VUT"
2005,0.591,"VEN"
2005,0.528,"VNM"
2005,0.303,"YEM"
2005,0.514,"ZMB"
2005,0.488,"ZWE"
2006,0.324,"AFG"
2006,0.629,"ALB"
2006,0.577,"DZA"
2006,0.646,"AND"
2006,0.362,"AGO"
2006,0.675,"ATG"
2006,0.752,"ARG"
2006,0.69,"ARM"
2006,0.895,"AUS"
2006,0.759,"AUT"
2006,0.68,"AZE"
2006,0.712,"BHS"
2006,0.64,"BHR"
2006,0.391,"BGD"
2006,0.725,"BRB"
2006,0.745,"BLR"
2006,0.869,"BEL"
2006,0.701,"BLZ"
2006,0.355,"BEN"
2006,0.347,"BTN"
2006,0.635,"BOL"
2006,0.607,"BIH"
2006,0.615,"BWA"
2006,0.589,"BRA"
2006,0.683,"BRN"
2006,0.721,"BGR"
2006,0.181,"BFA"
2006,0.28,"BDI"
2006,0.487,"CPV"
2006,0.409,"KHM"
2006,0.406,"CMR"
2006,0.85,"CAN"
2006,0.282,"CAF"
2006,0.212,"TCD"
2006,0.719,"CHL"
2006,0.551,"CHN"
2006,0.593,"COL"
2006,0.388,"COM"
2006,0.468,"COG"
2006,0.362,"COD"
2006,0.619,"CRI"
2006,0.726,"HRV"
2006,0.78,"CUB"
2006,0.74,"CYP"
2006,0.821,"CZE"
2006,0.344,"CIV"
2006,0.89,"DNK"
2006,0.253,"DJI"
2006,0.608,"DMA"
2006,0.59,"DOM"
2006,0.6,"ECU"
2006,0.518,"EGY"
2006,0.57,"SLV"
2006,0.431,"GNQ"
2006,0.272,"ERI"
2006,0.852,"EST"
2006,0.459,"SWZ"
2006,0.264,"ETH"
2006,0.704,"FJI"
2006,0.878,"FIN"
2006,0.8,"FRA"
2006,0.58,"GAB"
2006,0.314,"GMB"
2006,0.752,"GEO"
2006,0.913,"DEU"
2006,0.469,"GHA"
2006,0.775,"GRC"
2006,0.687,"GRD"
2006,0.403,"GTM"
2006,0.265,"GIN"
2006,0.325,"GNB"
2006,0.565,"GUY"
2006,0.378,"HTI"
2006,0.465,"HND"
2006,0.781,"HKG"
2006,0.795,"HUN"
2006,0.838,"ISL"
2006,0.441,"IND"
2006,0.567,"IDN"
2006,0.633,"IRN"
2006,0.483,"IRQ"
2006,0.883,"IRL"
2006,0.838,"ISR"
2006,0.757,"ITA"
2006,0.625,"JAM"
2006,0.785,"JPN"
2006,0.704,"JOR"
2006,0.795,"KAZ"
2006,0.476,"KEN"
2006,0.575,"KIR"
2006,0.838,"KOR"
2006,0.594,"KWT"
2006,0.693,"KGZ"
2006,0.395,"LAO"
2006,0.845,"LVA"
2006,0.61,"LBN"
2006,0.475,"LSO"
2006,0.403,"LBR"
2006,0.64,"LBY"
2006,0.775,"LIE"
2006,0.856,"LTU"
2006,0.759,"LUX"
2006,0.443,"MDG"
2006,0.381,"MWI"
2006,0.615,"MYS"
2006,0.451,"MDV"
2006,0.237,"MLI"
2006,0.729,"MLT"
2006,NA,"MHL"
2006,0.319,"MRT"
2006,0.623,"MUS"
2006,0.611,"MEX"
2006,0.515,"FSM"
2006,0.69,"MDA"
2006,0.652,"MNG"
2006,0.734,"MNE"
2006,0.412,"MAR"
2006,0.328,"MOZ"
2006,0.35,"MMR"
2006,0.513,"NAM"
2006,0.375,"NPL"
2006,0.851,"NLD"
2006,0.89,"NZL"
2006,0.491,"NIC"
2006,0.149,"NER"
2006,0.428,"NGA"
2006,0.907,"NOR"
2006,0.562,"OMN"
2006,0.335,"PAK"
2006,0.773,"PLW"
2006,0.62,"PSE"
2006,0.661,"PAN"
2006,0.353,"PNG"
2006,0.569,"PRY"
2006,0.635,"PER"
2006,0.61,"PHL"
2006,0.808,"POL"
2006,0.681,"PRT"
2006,0.648,"QAT"
2006,0.733,"ROU"
2006,0.764,"RUS"
2006,0.381,"RWA"
2006,0.602,"KNA"
2006,0.608,"LCA"
2006,0.639,"VCT"
2006,0.656,"WSM"
2006,0.437,"STP"
2006,0.619,"SAU"
2006,0.267,"SEN"
2006,0.716,"SRB"
2006,0.585,"SYC"
2006,0.318,"SLE"
2006,0.729,"SGP"
2006,0.765,"SVK"
2006,0.862,"SVN"
2006,0.413,"SLB"
2006,0.656,"ZAF"
2006,NA,"SSD"
2006,0.744,"ESP"
2006,0.716,"LKA"
2006,0.283,"SDN"
2006,0.576,"SUR"
2006,0.854,"SWE"
2006,0.834,"CHE"
2006,0.522,"SYR"
2006,0.652,"TJK"
2006,0.38,"TZA"
2006,0.588,"THA"
2006,0.616,"MKD"
2006,0.428,"TLS"
2006,0.437,"TGO"
2006,0.717,"TON"
2006,0.674,"TTO"
2006,0.594,"TUN"
2006,0.545,"TUR"
2006,NA,"TKM"
2006,0.453,"UGA"
2006,0.781,"UKR"
2006,0.667,"ARE"
2006,0.859,"GBR"
2006,0.874,"USA"
2006,0.693,"URY"
2006,0.649,"UZB"
2006,0.514,"VUT"
2006,0.611,"VEN"
2006,0.539,"VNM"
2006,0.305,"YEM"
2006,0.522,"ZMB"
2006,0.495,"ZWE"
2007,0.336,"AFG"
2007,0.642,"ALB"
2007,0.588,"DZA"
2007,0.647,"AND"
2007,0.376,"AGO"
2007,0.676,"ATG"
2007,0.751,"ARG"
2007,0.707,"ARM"
2007,0.901,"AUS"
2007,0.806,"AUT"
2007,0.662,"AZE"
2007,0.714,"BHS"
2007,0.644,"BHR"
2007,0.395,"BGD"
2007,0.732,"BRB"
2007,0.774,"BLR"
2007,0.871,"BEL"
2007,0.701,"BLZ"
2007,0.366,"BEN"
2007,0.358,"BTN"
2007,0.624,"BOL"
2007,0.615,"BIH"
2007,0.619,"BWA"
2007,0.588,"BRA"
2007,0.68,"BRN"
2007,0.738,"BGR"
2007,0.194,"BFA"
2007,0.301,"BDI"
2007,0.49,"CPV"
2007,0.416,"KHM"
2007,0.428,"CMR"
2007,0.852,"CAN"
2007,0.288,"CAF"
2007,0.222,"TCD"
2007,0.729,"CHL"
2007,0.565,"CHN"
2007,0.618,"COL"
2007,0.399,"COM"
2007,0.476,"COG"
2007,0.371,"COD"
2007,0.628,"CRI"
2007,0.734,"HRV"
2007,0.815,"CUB"
2007,0.755,"CYP"
2007,0.83,"CZE"
2007,0.352,"CIV"
2007,0.884,"DNK"
2007,0.267,"DJI"
2007,0.61,"DMA"
2007,0.595,"DOM"
2007,0.602,"ECU"
2007,0.529,"EGY"
2007,0.555,"SLV"
2007,0.433,"GNQ"
