"iso3c","year","corr","burreau","demAcc","lawOrder"
"ESP",2004,"3.79166666666667","3.25","5.75","4.79166666666667"
"ESP",2005,"4","3","6","5"
"ESP",2006,"4","3","6","5"
"ESP",2007,"4.00","3.00","6.00","5.00"
"ESP",2008,"4","3","6","5"
"ESP",2009,"4","3","6","5"
"ESP",2010,"4","3","6","5"
"ESP",2011,"4","3","6","5"
"ESP",2012,"4","3","6","5"
"ESP",2013,"4","3","6","5"
"ESP",2014,"3.95833333333333","3","6","5"
"ESP",2015,"3.5","3","6","5"
"ESP",2016,"3.5","3","6","5"
"ESP",2017,"3.5","3","6","5"
"EST",1984,NA,NA,NA,NA
"EST",1985,NA,NA,NA,NA
"EST",1986,NA,NA,NA,NA
"EST",1987,NA,NA,NA,NA
"EST",1988,NA,NA,NA,NA
"EST",1989,NA,NA,NA,NA
"EST",1990,NA,NA,NA,NA
"EST",1991,NA,NA,NA,NA
"EST",1992,NA,NA,NA,NA
"EST",1993,NA,NA,NA,NA
"EST",1994,NA,NA,NA,NA
"EST",1995,NA,NA,NA,NA
"EST",1996,NA,NA,NA,NA
"EST",1997,NA,NA,NA,NA
"EST",1998,NA,NA,NA,NA
"EST",1999,"5","3","5","4"
"EST",2000,"5","3","5","4"
"EST",2001,"4.41666666666667","2.66666666666667","5","4"
"EST",2002,"3","2.5","5","4"
"EST",2003,"3","2.5","5","4"
"EST",2004,"3","2.5","5","4"
"EST",2005,"3","2.5","5","4"
"EST",2006,"3","2.5","5","4"
"EST",2007,"3.00","2.50","5.38","4.00"
"EST",2008,"3","2.5","5.5","4"
"EST",2009,"3","2.5","5.5","4"
"EST",2010,"3","2.5","5.5","4"
"EST",2011,"3","2.5","5.5","4"
"EST",2012,"3.33333333333333","2.5","5.5","4"
"EST",2013,"3.5","2.5","5.5","4"
"EST",2014,"3.54166666666667","2.5","5.5","4"
"EST",2015,"4","2.5","5.5","4"
"EST",2016,"4","2.5","5.5","4"
"EST",2017,"4","2.5","5.5","4"
"ETH",1984,NA,NA,NA,NA
"ETH",1985,"3","0","1","3"
"ETH",1986,"3","0","1","3"
"ETH",1987,"3","0","1","3"
"ETH",1988,"3","0","1","3"
"ETH",1989,"3","0","1.08333333333333","2.91666666666667"
"ETH",1990,"3","0","2","2"
"ETH",1991,"2.83333333333333","0","1.83333333333333","0.833333333333333"
"ETH",1992,"1.75","0","2","0"
"ETH",1993,"2","0","3","2"
"ETH",1994,"2","0","3","3.75"
"ETH",1995,"2","0.583333333333333","3","4.58333333333333"
"ETH",1996,"2","1","3","5"
"ETH",1997,"2","1","3.41666666666667","5"
"ETH",1998,"2","1","4","5"
"ETH",1999,"2","1","4","5"
"ETH",2000,"2","1","4","5"
"ETH",2001,"2","1","4","5"
"ETH",2002,"2","1","4","5"
"ETH",2003,"2","1","4","5"
"ETH",2004,"2","1","4","5"
"ETH",2005,"2","1","4","5"
"ETH",2006,"2","1","4.16666666666667","5"
"ETH",2007,"2.00","1.17","4.50","4.71"
"ETH",2008,"2","1.5","4","4.5"
"ETH",2009,"2","1.5","3.5","4.5"
"ETH",2010,"2","1.5","3.125","4.5"
"ETH",2011,"2","1.5","2.875","4.5"
"ETH",2012,"1.66666666666667","1.5","2.5","4.5"
"ETH",2013,"1.83333333333333","1.5","2.5","4.5"
"ETH",2014,"2","1.5","2.5","4.5"
"ETH",2015,"2","1.5","2.5","4.5"
"ETH",2016,"2","1.5","2.5","4.5"
"ETH",2017,"2","1.5","2.5","4.5"
"FIN",1984,"6","4","6","6"
"FIN",1985,"6","4","6","6"
"FIN",1986,"6","4","6","6"
"FIN",1987,"6","4","6","6"
"FIN",1988,"6","4","6","6"
"FIN",1989,"6","4","6","6"
"FIN",1990,"6","4","6","6"
"FIN",1991,"6","4","6","6"
"FIN",1992,"6","4","6","6"
"FIN",1993,"6","4","6","6"
"FIN",1994,"6","4","6","6"
"FIN",1995,"6","4","6","6"
"FIN",1996,"6","3.75","6","6"
"FIN",1997,"6","3.70833333333333","6","6"
"FIN",1998,"6","4","6","6"
"FIN",1999,"6","4","6","6"
"FIN",2000,"6","4","6","6"
"FIN",2001,"6","4","6","6"
"FIN",2002,"6","4","6","6"
"FIN",2003,"6","4","6","6"
"FIN",2004,"6","4","6","6"
"FIN",2005,"6","4","6","6"
"FIN",2006,"6","4","6","6"
"FIN",2007,"6.00","4.00","6.00","6.00"
"FIN",2008,"6","4","6","6"
"FIN",2009,"6","4","6","6"
"FIN",2010,"6","4","6","6"
"FIN",2011,"6","4","6","6"
"FIN",2012,"5.66666666666667","4","6","6"
"FIN",2013,"5.5","4","6","6"
"FIN",2014,"5.5","4","6","6"
"FIN",2015,"5.5","4","6","6"
"FIN",2016,"5.5","4","6","6"
"FIN",2017,"5.5","4","6","6"
"FRA",1984,"6","4","5.75","5"
"FRA",1985,"6","4","5","5"
"FRA",1986,"5.83333333333333","4","5","4.91666666666667"
"FRA",1987,"5","4","5","5"
"FRA",1988,"5","4","5.83333333333333","5"
"FRA",1989,"5","4","6","5"
"FRA",1990,"5","4","6","5"
"FRA",1991,"5.66666666666667","4","6","5"
"FRA",1992,"6","4","6","6"
"FRA",1993,"6","4","6","6"
"FRA",1994,"5.66666666666667","4","6","6"
"FRA",1995,"4","4","6","6"
"FRA",1996,"4","3.70833333333333","6","5.91666666666667"
"FRA",1997,"4","3.70833333333333","6","5"
"FRA",1998,"4","4","5","5"
"FRA",1999,"3.25","4","5","5"
"FRA",2000,"3","4","5","5"
"FRA",2001,"3","3.33333333333333","5","5"
"FRA",2002,"3","3","5","4.66666666666667"
"FRA",2003,"3","3","5","4.5"
"FRA",2004,"3","3","5.58333333333333","5"
"FRA",2005,"3.5","3","6","5"
"FRA",2006,"3.5","3","6","5"
"FRA",2007,"4.38","3.00","6.00","5.00"
"FRA",2008,"5","3","6","5"
"FRA",2009,"5","3","6","5"
"FRA",2010,"4.79166666666667","3","6","5"
"FRA",2011,"4.5","3","6","5"
"FRA",2012,"4.5","3","6","5"
"FRA",2013,"4.125","3","6","5"
"FRA",2014,"4.04166666666667","3","6","5"
"FRA",2015,"4.5","3","6","5"
"FRA",2016,"4.5","3","6","5"
"FRA",2017,"4.16666666666667","3","6","5"
"GAB",1984,"2","1.66666666666667","1.25","2"
"GAB",1985,"2.41666666666667","3","2","2"
"GAB",1986,"2","3","2","2"
"GAB",1987,"2","3","2","2"
"GAB",1988,"2","3","2","2"
"GAB",1989,"2","3","2","2"
"GAB",1990,"2","3","2.25","2"
"GAB",1991,"1.33333333333333","3","3","2.66666666666667"
"GAB",1992,"1","3","3","3"
"GAB",1993,"1","3","4","4"
"GAB",1994,"1","3","4","3"
"GAB",1995,"1","3","4.08333333333333","3"
"GAB",1996,"1","3","5","3"
"GAB",1997,"1","2.58333333333333","4.58333333333333","3"
"GAB",1998,"1","2","3.16666666666667","3"
"GAB",1999,"1","2","3","3"
"GAB",2000,"1","2","3","3"
"GAB",2001,"1","2","3","3"
"GAB",2002,"1","2","3","3"
"GAB",2003,"1","2","2.875","3"
"GAB",2004,"1","1.33333333333333","2.83333333333333","3"
"GAB",2005,"1","1","3","3"
"GAB",2006,"1","1","3","3"
"GAB",2007,"1.00","1.00","3.00","3.00"
"GAB",2008,"1.91666666666667","1","3","3"
"GAB",2009,"2","1.04166666666667","2.95833333333333","3"
"GAB",2010,"2.375","1.5","2.5","3"
"GAB",2011,"2.29166666666667","1.5","2.04166666666667","3"
"GAB",2012,"2","1.5","2","3"
"GAB",2013,"2","1.5","2","3"
"GAB",2014,"2","1.5","2","3"
"GAB",2015,"2","1.5","2","3"
"GAB",2016,"2","1.5","2","3"
"GAB",2017,"2","1.5","2","3"
"GBR",1984,"6","4","6","5.66666666666667"
"GBR",1985,"6","4","6","4.75"
"GBR",1986,"6","4","5.58333333333333","4"
"GBR",1987,"6","4","5","4"
"GBR",1988,"5.5","4","5.58333333333333","4"
"GBR",1989,"5","4","6","4.33333333333333"
"GBR",1990,"5","4","6","5"
"GBR",1991,"5","4","6","5"
"GBR",1992,"5","4","6","6"
"GBR",1993,"5","4","6","6"
"GBR",1994,"5","4","6","6"
"GBR",1995,"5","4","5.33333333333333","6"
"GBR",1996,"4.75","4","5.58333333333333","6"
"GBR",1997,"4.66666666666667","4","5.91666666666667","6"
"GBR",1998,"5","4","5","6"
"GBR",1999,"5","4","5.41666666666667","6"
"GBR",2000,"5","4","6","6"
"GBR",2001,"4.91666666666667","4","6","6"
"GBR",2002,"4.5","4","6","6"
"GBR",2003,"4.5","4","6","6"
"GBR",2004,"4.5","4","6","5.79166666666667"
"GBR",2005,"4.5","4","6","5.5"
"GBR",2006,"4.29166666666667","4","6","5.5"
"GBR",2007,"4.00","4.00","6.00","5.50"
"GBR",2008,"4","4","6","5.5"
"GBR",2009,"4","4","6","5.5"
"GBR",2010,"4","4","6","5.5"
"GBR",2011,"4","4","6","5.29166666666667"
"GBR",2012,"4.33333333333333","4","6","5"
"GBR",2013,"4.5","4","6","5"
"GBR",2014,"4.54166666666667","4","6","5"
"GBR",2015,"5","4","6","5"
"GBR",2016,"5","4","6","5"
"GBR",2017,"5","4","6","5"
"GHA",1984,"1.58333333333333","0","1","1"
"GHA",1985,"2","0.75","1","1"
"GHA",1986,"2","1","1","1"
"GHA",1987,"2","1","1","1"
"GHA",1988,"2.08333333333333","1.08333333333333","1.16666666666667","1.16666666666667"
"GHA",1989,"3.91666666666667","2","2","2.75"
"GHA",1990,"4","2.75","2","3"
"GHA",1991,"3.5","3","2","3"
"GHA",1992,"3","3","2.16666666666667","3"
"GHA",1993,"3","3","3","3"
"GHA",1994,"3","3","3","3"
"GHA",1995,"3","3","3","3"
"GHA",1996,"3","3","3","3"
"GHA",1997,"3","2.58333333333333","2.58333333333333","3"
"GHA",1998,"2.08333333333333","2","2","3"
"GHA",1999,"2","2","2","2.75"
"GHA",2000,"2","2","2","2"
"GHA",2001,"2.91666666666667","2","3","2"
"GHA",2002,"2.5","2","3","2"
"GHA",2003,"2.5","2","3","2"
"GHA",2004,"2.5","2","4.25","2"
"GHA",2005,"1.95833333333333","2","5","2.16666666666667"
"GHA",2006,"1.5","2.33333333333333","5","2.5"
"GHA",2007,"1.50","2.50","5.00","2.50"
"GHA",2008,"1.5","2.5","5","2.5"
"GHA",2009,"1.5","2.5","5","2.5"
"GHA",2010,"2.25","2.5","5","2.5"
"GHA",2011,"2.5","2.5","5","2.5"
"GHA",2012,"2.5","2.5","5","2.5"
"GHA",2013,"2.5","2.5","5","2.5"
"GHA",2014,"2.54166666666667","2.5","5","2.5"
"GHA",2015,"3","2.5","5","2.5"
"GHA",2016,"3","2.5","5","2.5"
"GHA",2017,"2.66666666666667","2.5","5","2.5"
"GIN",1984,"3","0","1","3"
"GIN",1985,"3","0.166666666666667","1","3"
"GIN",1986,"3","1","1","3"
"GIN",1987,"2.91666666666667","1","1","2.83333333333333"
"GIN",1988,"3","1","1","3"
"GIN",1989,"3","1","1","3"
"GIN",1990,"4","1","1","3"
"GIN",1991,"4","1","1.91666666666667","3"
"GIN",1992,"4","1","2","3"
"GIN",1993,"4","1","3","3"
"GIN",1994,"4","1","3","3"
"GIN",1995,"4","1","3","3"
"GIN",1996,"4","1","2.33333333333333","3"
"GIN",1997,"3.41666666666667","1.41666666666667","2","3"
"GIN",1998,"3","2","2","3"
"GIN",1999,"3","2","2","3"
"GIN",2000,"3","2","2","3"
"GIN",2001,"3","2","2","3"
"GIN",2002,"3","2","2","2.54166666666667"
"GIN",2003,"3","2","2","2.5"
"GIN",2004,"2.54166666666667","2","2","2.5"
"GIN",2005,"2.5","2","2","2.5"
"GIN",2006,"2.5","2","2","2.5"
"GIN",2007,"2.00","2.00","2.00","2.50"
"GIN",2008,"2","2","2","2.5"
"GIN",2009,"2","2","1.875","2.5"
"GIN",2010,"1.625","2","1.58333333333333","2.5"
"GIN",2011,"1.5","2","2.5","2.5"
"GIN",2012,"1.5","2","2.16666666666667","2.5"
"GIN",2013,"1.5","2","2","2.5"
"GIN",2014,"1.5","2","2","2.5"
"GIN",2015,"1.5","2","2","2.5"
"GIN",2016,"1.5","2","2.04166666666667","2.5"
"GIN",2017,"1.5","2","2.5","2.5"
"GMB",1984,NA,NA,NA,NA
"GMB",1985,NA,NA,NA,NA
"GMB",1986,"3","1","4","4"
"GMB",1987,"3","1","4","4"
"GMB",1988,"3","1","4","3.5"
"GMB",1989,"3","1","4","3"
"GMB",1990,"3","1","4","3"
"GMB",1991,"3","1","4","3"
"GMB",1992,"3","2","4","3"
"GMB",1993,"3","2","4","4"
"GMB",1994,"3","2","4","4"
"GMB",1995,"3.58333333333333","2","3.58333333333333","4.75"
"GMB",1996,"3.83333333333333","2","3.66666666666667","5"
"GMB",1997,"3","2","3","5"
"GMB",1998,"3","2","3","5"
"GMB",1999,"3","2","3","5"
"GMB",2000,"3","2","3","5"
"GMB",2001,"3","2","3.29166666666667","5"
"GMB",2002,"3","2","4.5","4.58333333333333"
"GMB",2003,"3","2","4.5","4"
"GMB",2004,"2.875","2","4.375","4"
"GMB",2005,"2.5","2","3.08333333333333","4"
"GMB",2006,"2.29166666666667","2","2","4"
"GMB",2007,"2.04","2.00","2.00","4.00"
"GMB",2008,"2.5","2","2","3.875"
"GMB",2009,"2.5","2","2","3.5"
"GMB",2010,"2.5","2","2","3.5"
"GMB",2011,"2.5","2","2","3.5"
"GMB",2012,"2.16666666666667","2","2","3.5"
"GMB",2013,"2","2","2","3.5"
"GMB",2014,"2","2","2","3.5"
"GMB",2015,"2","2","2","3.5"
"GMB",2016,"2","2","2.04166666666667","3.5"
"GMB",2017,"1.66666666666667","2","3.375","3.5"
"GNB",1984,NA,NA,NA,NA
"GNB",1985,NA,NA,NA,NA
"GNB",1986,"2","1","1","1"
"GNB",1987,"2","1","1","1"
"GNB",1988,"2","1","1","1"
"GNB",1989,"2","1","1","1"
"GNB",1990,"2","1","1","1"
"GNB",1991,"2","1","1","1"
"GNB",1992,"2","1","1","1"
"GNB",1993,"2","1","1","1"
"GNB",1994,"2","1","1","1"
"GNB",1995,"2","1","1","1"
"GNB",1996,"2","1","1","1"
"GNB",1997,"2","1","1","1"
"GNB",1998,"2","1","1","1"
"GNB",1999,"2","1","0.416666666666667","1"
"GNB",2000,"2","1","2","1"
"GNB",2001,"2","1","2","1"
"GNB",2002,"2","1","2","1"
"GNB",2003,"2","1","2.33333333333333","1"
"GNB",2004,"2","1","3.66666666666667","2.33333333333333"
"GNB",2005,"2","1","4.5","3"
"GNB",2006,"2","1.45833333333333","5","3"
"GNB",2007,"2.00","1.50","5.00","3.00"
"GNB",2008,"2","1.5","5","2.58333333333333"
"GNB",2009,"2","1.5","5","2.5"
"GNB",2010,"2","1.5","5","2.5"
"GNB",2011,"2","1.5","5","2.5"
"GNB",2012,"1.66666666666667","1.5","4.41666666666667","2.5"
"GNB",2013,"1.5","1.5","4","2.5"
"GNB",2014,"1.45833333333333","1.5","4","2.5"
"GNB",2015,"1","1.5","4","2.5"
"GNB",2016,"1","1.5","4","2.5"
"GNB",2017,"1","1.5","4","2.5"
"GRC",1984,"3","2","5","3"
"GRC",1985,"3.41666666666667","2","3.91666666666667","3"
"GRC",1986,"4","2","3","3"
"GRC",1987,"4.08333333333333","2","3","3"
"GRC",1988,"5","2","3","3"
"GRC",1989,"5","2","3","3"
"GRC",1990,"5","2.16666666666667","3.58333333333333","3.16666666666667"
"GRC",1991,"5","3","4","4"
"GRC",1992,"5","3","4","4.66666666666667"
"GRC",1993,"5","3","4","5"
"GRC",1994,"5","3","4","5.66666666666667"
"GRC",1995,"5","3","4","6"
"GRC",1996,"5","3","5.58333333333333","6"
"GRC",1997,"5","3","6","5.16666666666667"
"GRC",1998,"5","3","6","4.16666666666667"
"GRC",1999,"5","3","6","3.08333333333333"
"GRC",2000,"5","3","6","3"
"GRC",2001,"4.58333333333333","3","6","3"
"GRC",2002,"2.5","3","6","3"
"GRC",2003,"2.5","3","6","3"
"GRC",2004,"2.5","3","6","3.25"
"GRC",2005,"2.66666666666667","3","6","4.5"
"GRC",2006,"2","3","6","4.5"
"GRC",2007,"2.00","3.00","6.00","4.50"
"GRC",2008,"2","3","6","4.5"
"GRC",2009,"2","3","6","4.5"
"GRC",2010,"2","3","6","4.5"
"GRC",2011,"2","3","6","4.5"
"GRC",2012,"2","3","6","4.5"
"GRC",2013,"2","3","6","4.5"
"GRC",2014,"2.04166666666667","3","6","4.5"
"GRC",2015,"2.5","3","6","4.5"
"GRC",2016,"2.5","3","6","4.5"
"GRC",2017,"2.5","3","6","4.5"
"GTM",1984,"2","0","1","1"
"GTM",1985,"2","0","1.83333333333333","1"
"GTM",1986,"2","0","2.66666666666667","1"
"GTM",1987,"2","0","3","1"
"GTM",1988,"2","0","3","1"
"GTM",1989,"2","0","3","1"
"GTM",1990,"2","0","3","1"
"GTM",1991,"2","0","3","1"
"GTM",1992,"2","0","3","1.83333333333333"
"GTM",1993,"2","0","3","2.5"
"GTM",1994,"2","0.5","3","3"
"GTM",1995,"2","1","3","3"
"GTM",1996,"3","1","3.75","3"
"GTM",1997,"4","1.41666666666667","4","2.91666666666667"
"GTM",1998,"4","2","4","2"
"GTM",1999,"4","2","4","2"
"GTM",2000,"4","2","4","2"
"GTM",2001,"3.83333333333333","2","4","2"
"GTM",2002,"1.83333333333333","2","4","1.58333333333333"
"GTM",2003,"1.5","2","3.79166666666667","1.5"
"GTM",2004,"1.5","2","4.875","1.5"
"GTM",2005,"1.5","2","5","2.33333333333333"
"GTM",2006,"1.5","2","5","2"
"GTM",2007,"1.50","2.00","4.33","1.50"
"GTM",2008,"1.70833333333333","2","3","1"
"GTM",2009,"2","2","3","1.125"
"GTM",2010,"2","2","3","1.5"
"GTM",2011,"2","2","3.41666666666667","1.5"
"GTM",2012,"1.75","2","3.5","1.75"
"GTM",2013,"2","2","3.5","2.41666666666667"
"GTM",2014,"2","2","3.5","2.5"
"GTM",2015,"2","2","3.5","2.54166666666667"
"GTM",2016,"2","2","3.5","2.625"
"GTM",2017,"2","2","3.5","2.54166666666667"
"GUY",1984,"1","0","2","1"
"GUY",1985,"1","0","2","1"
"GUY",1986,"1","0","2","1"
"GUY",1987,"1","0","2","1"
"GUY",1988,"1","0","2","1"
"GUY",1989,"1","0","2","1"
"GUY",1990,"1","0","2","1"
"GUY",1991,"1","0","2","1"
"GUY",1992,"1","0.25","2.25","1.16666666666667"
"GUY",1993,"1.08333333333333","1","3","2"
"GUY",1994,"2.66666666666667","1.08333333333333","3.08333333333333","3.33333333333333"
"GUY",1995,"3","2","4","4"
"GUY",1996,"3","2","4","4"
"GUY",1997,"3","2.41666666666667","4.41666666666667","4"
"GUY",1998,"3","3","5","4"
"GUY",1999,"3","3","5","4"
"GUY",2000,"3","3","5","4"
"GUY",2001,"3","3","5","4"
"GUY",2002,"3","3","5","3.125"
"GUY",2003,"3","3","5","1.875"
"GUY",2004,"3","3","5","2.29166666666667"
"GUY",2005,"3","3","5","2.5"
"GUY",2006,"2.58333333333333","3","5","2.08333333333333"
"GUY",2007,"2.00","3.00","5.00","2.00"
"GUY",2008,"2","3","5","1.54166666666667"
"GUY",2009,"2","3","5","1.5"
"GUY",2010,"2","3","5","1.5"
"GUY",2011,"2","3","5","1.5"
"GUY",2012,"1.66666666666667","3","5","1.5"
"GUY",2013,"1.5","3","5","1.5"
"GUY",2014,"1.5","3","5","1.5"
"GUY",2015,"1.5","3","5","1.5"
"GUY",2016,"1.91666666666667","3","5","1.5"
"GUY",2017,"2.16666666666667","3","5","1.5"
"HKG",1984,"5","3.5","1","5"
"HKG",1985,"5","3.5","2.33333333333333","5"
"HKG",1986,"5","3","3","5"
"HKG",1987,"5","3","3","5"
"HKG",1988,"5","2","3","5"
"HKG",1989,"5","2","3","5"
"HKG",1990,"5","2","2.66666666666667","4"
"HKG",1991,"5","2","2","4"
"HKG",1992,"5","2.66666666666667","2","4.16666666666667"
"HKG",1993,"5","3","2","4.33333333333333"
"HKG",1994,"5","3.25","2.75","5.75"
"HKG",1995,"5","3.5","4","6"
"HKG",1996,"5","3.5","3.16666666666667","6"
"HKG",1997,"4.5","3.29166666666667","1.91666666666667","5.08333333333333"
"HKG",1998,"2.83333333333333","3","1","5"
"HKG",1999,"2.25","3","1","5"
"HKG",2000,"3.25","3","1.25","5"
"HKG",2001,"3.16666666666667","3","2","4.75"
"HKG",2002,"4","3","2","4.75"
"HKG",2003,"4","3","2.375","4.5"
"HKG",2004,"4","3","2.70833333333333","4.5"
"HKG",2005,"4","3","2.5","4.625"
"HKG",2006,"4","3","2.5","5"
"HKG",2007,"4.00","3.00","2.50","5.00"
"HKG",2008,"4","3","2.5","5"
"HKG",2009,"4","3","2.5","5"
"HKG",2010,"4.375","3","2.5","5"
"HKG",2011,"4.5","3","2.5","5"
"HKG",2012,"4.5","3","2.5","5"
"HKG",2013,"4.04166666666667","3","2.5","5"
"HKG",2014,"4","3","2.5","5"
"HKG",2015,"4","3","2.5","5"
"HKG",2016,"4","3","2.5","5"
"HKG",2017,"4.33333333333333","3","2.5","5"
"HND",1984,"2","0","2","1"
"HND",1985,"2","0","2","2"
"HND",1986,"2","0","2","2"
"HND",1987,"2","0","2","2"
"HND",1988,"2","1","2","2"
"HND",1989,"2","1","2","2"
"HND",1990,"2","1","2","2"
"HND",1991,"2","1","2","2"
"HND",1992,"2","1","2","2.83333333333333"
"HND",1993,"2","1","2.16666666666667","3"
"HND",1994,"2","1","4","3"
"HND",1995,"2","1","4","3"
"HND",1996,"2","1","4","3"
"HND",1997,"2","1.41666666666667","4","2.66666666666667"
"HND",1998,"2","2","4","2"
"HND",1999,"2","2","4","2"
"HND",2000,"2","2","4","2"
"HND",2001,"1.91666666666667","2","4","1.79166666666667"
"HND",2002,"2.41666666666667","2","4","1.70833333333333"
"HND",2003,"2.5","2","4","1.5"
"HND",2004,"2.41666666666667","2","4","1.5"
"HND",2005,"2","2","4","1.5"
"HND",2006,"2","2","4","1.5"
"HND",2007,"2.00","2.00","4.00","1.50"
"HND",2008,"2","2","4","1.5"
"HND",2009,"2","2","4","1.5"
"HND",2010,"2","2","4","1.5"
"HND",2011,"2","2","4.5","1.91666666666667"
"HND",2012,"1.66666666666667","2","4.5","1.5"
"HND",2013,"1.5","2","4.5","1.5"
"HND",2014,"1.625","2","4.5","1.5"
"HND",2015,"2.5","2","4.5","1.5"
"HND",2016,"2.5","2","4.5","1.5"
"HND",2017,"2.16666666666667","2","4.5","2"
"HRV",1984,NA,NA,NA,NA
"HRV",1985,NA,NA,NA,NA
"HRV",1986,NA,NA,NA,NA
"HRV",1987,NA,NA,NA,NA
"HRV",1988,NA,NA,NA,NA
"HRV",1989,NA,NA,NA,NA
"HRV",1990,NA,NA,NA,NA
"HRV",1991,NA,NA,NA,NA
"HRV",1992,NA,NA,NA,NA
"HRV",1993,NA,NA,NA,NA
"HRV",1994,NA,NA,NA,NA
"HRV",1995,NA,NA,NA,NA
"HRV",1996,NA,NA,NA,NA
"HRV",1997,NA,NA,NA,NA
"HRV",1998,NA,NA,NA,NA
"HRV",1999,"2","2.08333333333333","3","5"
"HRV",2000,"2.66666666666667","3","5","5"
"HRV",2001,"3.83333333333333","3","5","5"
"HRV",2002,"3","3","5","5"
"HRV",2003,"3","3","5","5"
"HRV",2004,"3","3","5.125","5"
"HRV",2005,"2.5","3","5.5","5"
"HRV",2006,"2.5","3","5.5","5"
"HRV",2007,"2.50","3.00","5.50","5.00"
"HRV",2008,"2.5","3","5.5","4.91666666666667"
"HRV",2009,"2.5","3","5.5","4.5"
"HRV",2010,"2.91666666666667","3","5.5","4.5"
"HRV",2011,"3","3","5.5","4.5"
"HRV",2012,"2.33333333333333","3","5.5","4.5"
"HRV",2013,"2","3","5.5","4.5"
"HRV",2014,"2.08333333333333","3","5.5","4.5"
"HRV",2015,"3","3","5.5","4.5"
"HRV",2016,"3","3","5.5","4.5"
"HRV",2017,"3","3","5.5","4.5"
"HTI",1984,"0","0","1","1"
"HTI",1985,"0","0","1","1"
"HTI",1986,"0.833333333333333","0","2.5","1"
"HTI",1987,"1","0","2.91666666666667","1"
"HTI",1988,"1","0","1.5","1"
"HTI",1989,"1","0","1","1"
"HTI",1990,"1","0","1","1"
"HTI",1991,"1","0","1","1"
"HTI",1992,"1","0","1","1"
"HTI",1993,"1","0","1.5","1.5"
"HTI",1994,"1","0","1.83333333333333","1.16666666666667"
"HTI",1995,"1.91666666666667","0","2","2.91666666666667"
"HTI",1996,"2.75","0","2","3"
"HTI",1997,"3","0","2","3"
"HTI",1998,"2.08333333333333","0","2","2.75"
"HTI",1999,"2","0","1.08333333333333","2"
"HTI",2000,"2","0","1.83333333333333","2"
"HTI",2001,"1.16666666666667","0","2","2"
"HTI",2002,"1","0","2","2"
"HTI",2003,"1","0","2","2"
"HTI",2004,"1.5","0","0.333333333333333","2.16666666666667"
"HTI",2005,"1.91666666666667","0","0","2.25"
"HTI",2006,"1.41666666666667","0","0","1.875"
"HTI",2007,"1.00","0.00","0.21","1.63"
"HTI",2008,"1","0","2.5","1.70833333333333"
"HTI",2009,"1","0","2.5","1.5"
"HTI",2010,"1","0","2.5","1.5"
"HTI",2011,"1","0","2.5","1.5"
"HTI",2012,"1","0","2.91666666666667","1.5"
"HTI",2013,"1","0","3.33333333333333","1.5"
"HTI",2014,"1","0","3.5","1.5"
"HTI",2015,"1","0","3.5","1.5"
"HTI",2016,"1","0","3.5","1.5"
"HTI",2017,"1.375","0","4.25","1.5"
"HUN",1984,"4","3","4","5"
"HUN",1985,"4","3","4.66666666666667","5"
"HUN",1986,"4","3","5","5"
"HUN",1987,"4","3","5","5"
"HUN",1988,"4","3","5","5"
"HUN",1989,"4","3","4.75","5"
"HUN",1990,"4.75","3","3.75","5"
"HUN",1991,"5","3","4","5"
"HUN",1992,"5","3","4","5"
"HUN",1993,"5","3","4.5","5"
"HUN",1994,"5","3","5","5"
"HUN",1995,"5","3.45833333333333","5","5.91666666666667"
"HUN",1996,"5","3.5","5","6"
"HUN",1997,"5","3.70833333333333","5.41666666666667","6"
"HUN",1998,"5","4","6","6"
"HUN",1999,"5","4","6","6"
"HUN",2000,"4.91666666666667","4","6","4.33333333333333"
"HUN",2001,"3.16666666666667","4","6","4"
"HUN",2002,"3","4","6","4"
"HUN",2003,"3","4","6","4"
"HUN",2004,"3","3.41666666666667","6","4"
"HUN",2005,"3","3","6","4"
"HUN",2006,"3","3","6","4"
"HUN",2007,"3.00","3.00","6.00","4.00"
"HUN",2008,"3","3","6","4"
"HUN",2009,"3","3","6","4"
"HUN",2010,"3","3","5.91666666666667","4"
"HUN",2011,"3","3","5.5","4"
"HUN",2012,"3","3","5.5","4"
"HUN",2013,"3","3","5.5","4"
"HUN",2014,"3","3","5.5","4"
"HUN",2015,"3","3","5.5","4"
"HUN",2016,"3","3","5.5","4"
"HUN",2017,"3","3","5.5","4"
"IDN",1984,"1","0","3","1.5"
"IDN",1985,"1","0","3","2"
"IDN",1986,"0.333333333333333","0","3","2"
"IDN",1987,"0","0","3","2"
"IDN",1988,"0","0","3","2"
"IDN",1989,"0","0","3","2"
"IDN",1990,"0.333333333333333","0","3","2"
"IDN",1991,"2","0","3","2.58333333333333"
"IDN",1992,"2.66666666666667","1.25","3","3.58333333333333"
"IDN",1993,"3","2","3","4"
"IDN",1994,"3","2","3","4"
"IDN",1995,"3","2","3","4.66666666666667"
"IDN",1996,"3","2","3.16666666666667","4.75"
"IDN",1997,"2.41666666666667","2","2.5","4"
"IDN",1998,"1.25","2","1","2.5"
"IDN",1999,"1.08333333333333","2.83333333333333","2.58333333333333","2"
"IDN",2000,"1.91666666666667","3","4","2"
"IDN",2001,"1","2.33333333333333","4","2"
"IDN",2002,"1","2","4","2"
"IDN",2003,"1","2","4.125","2"
