"iso3c","year","CLandPR"
"SAU","1998",7
"SAU","1999",7
"SAU","2000",7
"SAU","2001",7
"SAU","2002",7
"SAU","2003",7
"SAU","2004",7
"SAU","2005",6.5
"SAU","2006",6.5
"SAU","2007",6.5
"SAU","2008",6.5
"SAU","2009",6.5
"SAU","2010",6.5
"SAU","2011",7
"SAU","2012",7
"SAU","2013",7
"SAU","2014",7
"SAU","2015",7
"SAU","2016",7
"SAU","2017",7
"SEN","1980",4
"SEN","1981",4
"SEN","1982",4
"SEN","1983",4
"SEN","1984",3.5
"SEN","1985",3.5
"SEN","1986",3.5
"SEN","1987",3.5
"SEN","1988",3.5
"SEN","1989",3.5
"SEN","1990",3.5
"SEN","1991",3.5
"SEN","1992",3.5
"SEN","1993",4.5
"SEN","1994",4.5
"SEN","1995",4.5
"SEN","1996",4
"SEN","1997",4
"SEN","1998",4
"SEN","1999",4
"SEN","2000",3.5
"SEN","2001",3.5
"SEN","2002",2.5
"SEN","2003",2.5
"SEN","2004",2.5
"SEN","2005",2.5
"SEN","2006",2.5
"SEN","2007",2.5
"SEN","2008",3
"SEN","2009",3
"SEN","2010",3
"SEN","2011",3
"SEN","2012",2.5
"SEN","2013",2
"SEN","2014",2
"SEN","2015",2
"SEN","2016",2
"SEN","2017",2
"SRB","2006",2.5
"SRB","2007",2.5
"SRB","2008",2.5
"SRB","2009",2
"SRB","2010",2
"SRB","2011",2
"SRB","2012",2
"SRB","2013",2
"SRB","2014",2
"SRB","2015",2
"SRB","2016",2.5
"SRB","2017",2.5
"SYC","1980",6
"SYC","1981",6
"SYC","1982",6
"SYC","1983",6
"SYC","1984",6
"SYC","1985",6
"SYC","1986",6
"SYC","1987",6
"SYC","1988",6
"SYC","1989",6
"SYC","1990",6
"SYC","1991",6
"SYC","1992",5
"SYC","1993",3.5
"SYC","1994",3.5
"SYC","1995",3
"SYC","1996",3
"SYC","1997",3
"SYC","1998",3
"SYC","1999",3
"SYC","2000",3
"SYC","2001",3
"SYC","2002",3
"SYC","2003",3
"SYC","2004",3
"SYC","2005",3
"SYC","2006",3
"SYC","2007",3
"SYC","2008",3
"SYC","2009",3
"SYC","2010",3
"SYC","2011",3
"SYC","2012",3
"SYC","2013",3
"SYC","2014",3
"SYC","2015",3
"SYC","2016",3
"SYC","2017",3
"SLE","1980",5
"SLE","1981",5
"SLE","1982",5
"SLE","1983",5
"SLE","1984",4.5
"SLE","1985",5
"SLE","1986",5
"SLE","1987",5
"SLE","1988",5
"SLE","1989",5.5
"SLE","1990",5.5
"SLE","1991",5.5
"SLE","1992",6.5
"SLE","1993",6.5
"SLE","1994",6.5
"SLE","1995",6.5
"SLE","1996",4.5
"SLE","1997",6.5
"SLE","1998",4
"SLE","1999",4
"SLE","2000",4.5
"SLE","2001",4.5
"SLE","2002",4
"SLE","2003",3.5
"SLE","2004",3.5
"SLE","2005",3.5
"SLE","2006",3.5
"SLE","2007",3
"SLE","2008",3
"SLE","2009",3
"SLE","2010",3
"SLE","2011",3
"SLE","2012",2.5
"SLE","2013",3
"SLE","2014",3
"SLE","2015",3
"SLE","2016",3
"SLE","2017",3
"SGP","1980",5
"SGP","1981",4.5
"SGP","1982",4.5
"SGP","1983",4.5
"SGP","1984",4.5
"SGP","1985",4.5
"SGP","1986",4.5
"SGP","1987",4.5
"SGP","1988",4.5
"SGP","1989",4
"SGP","1990",4
"SGP","1991",4
"SGP","1992",4.5
"SGP","1993",5
"SGP","1994",5
"SGP","1995",5
"SGP","1996",4.5
"SGP","1997",5
"SGP","1998",5
"SGP","1999",5
"SGP","2000",5
"SGP","2001",5
"SGP","2002",4.5
"SGP","2003",4.5
"SGP","2004",4.5
"SGP","2005",4.5
"SGP","2006",4.5
"SGP","2007",4.5
"SGP","2008",4.5
"SGP","2009",4.5
"SGP","2010",4.5
"SGP","2011",4
"SGP","2012",4
"SGP","2013",4
"SGP","2014",4
"SGP","2015",4
"SGP","2016",4
"SGP","2017",4
"SVK","1993",3.5
"SVK","1994",2.5
"SVK","1995",2.5
"SVK","1996",3
"SVK","1997",3
"SVK","1998",2
"SVK","1999",1.5
"SVK","2000",1.5
"SVK","2001",1.5
"SVK","2002",1.5
"SVK","2003",1.5
"SVK","2004",1
"SVK","2005",1
"SVK","2006",1
"SVK","2007",1
"SVK","2008",1
"SVK","2009",1
"SVK","2010",1
"SVK","2011",1
"SVK","2012",1
"SVK","2013",1
"SVK","2014",1
"SVK","2015",1
"SVK","2016",1
"SVK","2017",1
"SVN","1991",2.5
"SVN","1992",2
"SVN","1993",1.5
"SVN","1994",1.5
"SVN","1995",1.5
"SVN","1996",1.5
"SVN","1997",1.5
"SVN","1998",1.5
"SVN","1999",1.5
"SVN","2000",1.5
"SVN","2001",1.5
"SVN","2002",1
"SVN","2003",1
"SVN","2004",1
"SVN","2005",1
"SVN","2006",1
"SVN","2007",1
"SVN","2008",1
"SVN","2009",1
"SVN","2010",1
"SVN","2011",1
"SVN","2012",1
"SVN","2013",1
"SVN","2014",1
"SVN","2015",1
"SVN","2016",1
"SVN","2017",1
"SLB","1980",2
"SLB","1981",2
"SLB","1982",2
"SLB","1983",2
"SLB","1984",2.5
"SLB","1985",2.5
"SLB","1986",2
"SLB","1987",2
"SLB","1988",2
"SLB","1989",1
"SLB","1990",1
"SLB","1991",1
"SLB","1992",1
"SLB","1993",1.5
"SLB","1994",1.5
"SLB","1995",1.5
"SLB","1996",1.5
"SLB","1997",1.5
"SLB","1998",1.5
"SLB","1999",1.5
"SLB","2000",4
"SLB","2001",4
"SLB","2002",3
"SLB","2003",3
"SLB","2004",3
"SLB","2005",3
"SLB","2006",3.5
"SLB","2007",3.5
"SLB","2008",3.5
"SLB","2009",3.5
"SLB","2010",3.5
"SLB","2011",3.5
"SLB","2012",3.5
"SLB","2013",3.5
"SLB","2014",3
"SLB","2015",3
"SLB","2016",2.5
"SLB","2017",2.5
"SOM","1980",7
"SOM","1981",7
"SOM","1982",7
"SOM","1983",7
"SOM","1984",7
"SOM","1985",7
"SOM","1986",7
"SOM","1987",7
"SOM","1988",7
"SOM","1989",7
"SOM","1990",7
"SOM","1991",7
"SOM","1992",7
"SOM","1993",7
"SOM","1994",7
"SOM","1995",7
"SOM","1996",7
"SOM","1997",7
"SOM","1998",7
"SOM","1999",7
"SOM","2000",6.5
"SOM","2001",6.5
"SOM","2002",6.5
"SOM","2003",6.5
"SOM","2004",6.5
"SOM","2005",6.5
"SOM","2006",7
"SOM","2007",7
"SOM","2008",7
"SOM","2009",7
"SOM","2010",7
"SOM","2011",7
"SOM","2012",7
"SOM","2013",7
"SOM","2014",7
"SOM","2015",7
"SOM","2016",7
"SOM","2017",7
"ZAF","1980",5.5
"ZAF","1981",5.5
"ZAF","1982",5.5
"ZAF","1983",5.5
"ZAF","1984",5.5
"ZAF","1985",5.5
"ZAF","1986",5.5
"ZAF","1987",5.5
"ZAF","1988",5.5
"ZAF","1989",5.5
"ZAF","1990",4.5
"ZAF","1991",4.5
"ZAF","1992",4.5
"ZAF","1993",4.5
"ZAF","1994",2.5
"ZAF","1995",1.5
"ZAF","1996",1.5
"ZAF","1997",1.5
"ZAF","1998",1.5
"ZAF","1999",1.5
"ZAF","2000",1.5
"ZAF","2001",1.5
"ZAF","2002",1.5
"ZAF","2003",1.5
"ZAF","2004",1.5
"ZAF","2005",1.5
"ZAF","2006",2
"ZAF","2007",2
"ZAF","2008",2
"ZAF","2009",2
"ZAF","2010",2
"ZAF","2011",2
"ZAF","2012",2
"ZAF","2013",2
"ZAF","2014",2
"ZAF","2015",2
"ZAF","2016",2
"ZAF","2017",2
"KOR","1980",5.5
"KOR","1981",5
"KOR","1982",5
"KOR","1983",5.5
"KOR","1984",5
"KOR","1985",4.5
"KOR","1986",4.5
"KOR","1987",4
"KOR","1988",2.5
"KOR","1989",2.5
"KOR","1990",2.5
"KOR","1991",2.5
"KOR","1992",2.5
"KOR","1993",2
"KOR","1994",2
"KOR","1995",2
"KOR","1996",2
"KOR","1997",2
"KOR","1998",2
"KOR","1999",2
"KOR","2000",2
"KOR","2001",2
"KOR","2002",2
"KOR","2003",2
"KOR","2004",1.5
"KOR","2005",1.5
"KOR","2006",1.5
"KOR","2007",1.5
"KOR","2008",1.5
"KOR","2009",1.5
"KOR","2010",1.5
"KOR","2011",1.5
"KOR","2012",1.5
"KOR","2013",2
"KOR","2014",2
"KOR","2015",2
"KOR","2016",2
"KOR","2017",2
"SSD","2011",5.5
"SSD","2012",5.5
"SSD","2013",6
"SSD","2014",6.5
"SSD","2015",6.5
"SSD","2016",7
"SSD","2017",7
"ESP","1980",2.5
"ESP","1981",2.5
"ESP","1982",2.5
"ESP","1983",1.5
"ESP","1984",1.5
"ESP","1985",1.5
"ESP","1986",1.5
"ESP","1987",1.5
"ESP","1988",1.5
"ESP","1989",1
"ESP","1990",1
"ESP","1991",1
"ESP","1992",1
"ESP","1993",1.5
"ESP","1994",1.5
"ESP","1995",1.5
"ESP","1996",1.5
"ESP","1997",1.5
"ESP","1998",1.5
"ESP","1999",1.5
"ESP","2000",1.5
"ESP","2001",1.5
"ESP","2002",1
"ESP","2003",1
"ESP","2004",1
"ESP","2005",1
"ESP","2006",1
"ESP","2007",1
"ESP","2008",1
"ESP","2009",1
"ESP","2010",1
"ESP","2011",1
"ESP","2012",1
"ESP","2013",1
"ESP","2014",1
"ESP","2015",1
"ESP","2016",1
"ESP","2017",1
"LKA","1980",2.5
"LKA","1981",2.5
"LKA","1982",2.5
"LKA","1983",3.5
"LKA","1984",3.5
"LKA","1985",3.5
"LKA","1986",3.5
"LKA","1987",3.5
"LKA","1988",3.5
"LKA","1989",4.5
"LKA","1990",4.5
"LKA","1991",4.5
"LKA","1992",4.5
"LKA","1993",4.5
"LKA","1994",4.5
"LKA","1995",4.5
"LKA","1996",4
"LKA","1997",3.5
"LKA","1998",3.5
"LKA","1999",3.5
"LKA","2000",3.5
"LKA","2001",3.5
"LKA","2002",3.5
"LKA","2003",3
"LKA","2004",3
"LKA","2005",3
"LKA","2006",4
"LKA","2007",4
"LKA","2008",4
"LKA","2009",4
"LKA","2010",4.5
"LKA","2011",4.5
"LKA","2012",4.5
"LKA","2013",4.5
"LKA","2014",5
"LKA","2015",4
"LKA","2016",3.5
"LKA","2017",3.5
"KNA","1983",2
"KNA","1984",1
"KNA","1985",1
"KNA","1986",1
"KNA","1987",1.5
"KNA","1988",1.5
"KNA","1989",1
"KNA","1990",1
"KNA","1991",1
"KNA","1992",1
"KNA","1993",1
"KNA","1994",2
"KNA","1995",1.5
"KNA","1996",1.5
"KNA","1997",1.5
"KNA","1998",1.5
"KNA","1999",1.5
"KNA","2000",1.5
"KNA","2001",1.5
"KNA","2002",1.5
"KNA","2003",1.5
"KNA","2004",1.5
"KNA","2005",1
"KNA","2006",1
"KNA","2007",1
"KNA","2008",1
"KNA","2009",1
"KNA","2010",1
"KNA","2011",1
"KNA","2012",1
"KNA","2013",1
"KNA","2014",1
"KNA","2015",1.5
"KNA","2016",1
"KNA","2017",1
"LCA","1980",2
"LCA","1981",2
"LCA","1982",2
"LCA","1983",2
"LCA","1984",1.5
"LCA","1985",1.5
"LCA","1986",1.5
"LCA","1987",1.5
"LCA","1988",1.5
"LCA","1989",1.5
"LCA","1990",1.5
"LCA","1991",1.5
"LCA","1992",1.5
"LCA","1993",1.5
"LCA","1994",1.5
"LCA","1995",1.5
"LCA","1996",1.5
"LCA","1997",1.5
"LCA","1998",1.5
"LCA","1999",1.5
"LCA","2000",1.5
"LCA","2001",1.5
"LCA","2002",1.5
"LCA","2003",1.5
"LCA","2004",1.5
"LCA","2005",1
"LCA","2006",1
"LCA","2007",1
"LCA","2008",1
"LCA","2009",1
"LCA","2010",1
"LCA","2011",1
"LCA","2012",1
"LCA","2013",1
"LCA","2014",1
"LCA","2015",1
"LCA","2016",1
"LCA","2017",1
"VCT","1980",2
"VCT","1981",2
"VCT","1982",2
"VCT","1983",2
"VCT","1984",2
"VCT","1985",2
"VCT","1986",2
"VCT","1987",1.5
"VCT","1988",1.5
"VCT","1989",1.5
"VCT","1990",1.5
"VCT","1991",1.5
"VCT","1992",1.5
"VCT","1993",1
"VCT","1994",1.5
"VCT","1995",1.5
"VCT","1996",1.5
"VCT","1997",1.5
"VCT","1998",1.5
"VCT","1999",1.5
"VCT","2000",1.5
"VCT","2001",1.5
"VCT","2002",1.5
"VCT","2003",1.5
"VCT","2004",1.5
"VCT","2005",1.5
"VCT","2006",1.5
"VCT","2007",1.5
"VCT","2008",1.5
"VCT","2009",1.5
"VCT","2010",1
"VCT","2011",1
"VCT","2012",1
"VCT","2013",1
"VCT","2014",1
"VCT","2015",1
"VCT","2016",1
"VCT","2017",1
"SDN","1980",5
"SDN","1981",5
"SDN","1982",5
"SDN","1983",5
"SDN","1984",6
"SDN","1985",6
"SDN","1986",4.5
"SDN","1987",4.5
"SDN","1988",4.5
"SDN","1989",7
"SDN","1990",7
"SDN","1991",7
"SDN","1992",7
"SDN","1993",7
"SDN","1994",7
"SDN","1995",7
"SDN","1996",7
"SDN","1997",7
"SDN","1998",7
"SDN","1999",7
"SDN","2000",7
"SDN","2001",7
"SDN","2002",7
"SDN","2003",7
"SDN","2004",7
"SDN","2005",7
"SDN","2006",7
"SDN","2007",7
"SDN","2008",7
"SDN","2009",7
"SDN","2010",7
"SDN","2011",7
"SDN","2012",7
"SDN","2013",7
"SDN","2014",7
"SDN","2015",7
"SDN","2016",7
"SDN","2017",7
"SUR","1980",6
"SUR","1981",6
"SUR","1982",6
"SUR","1983",6.5
"SUR","1984",6.5
"SUR","1985",6
"SUR","1986",6
"SUR","1987",4
"SUR","1988",2.5
"SUR","1989",3
"SUR","1990",5
"SUR","1991",4
"SUR","1992",3
"SUR","1993",3
"SUR","1994",3
"SUR","1995",3
"SUR","1996",3
"SUR","1997",3
"SUR","1998",3
"SUR","1999",3
"SUR","2000",1.5
"SUR","2001",1.5
"SUR","2002",1.5
"SUR","2003",1.5
"SUR","2004",1.5
"SUR","2005",2
"SUR","2006",2
"SUR","2007",2
"SUR","2008",2
"SUR","2009",2
"SUR","2010",2
"SUR","2011",2
"SUR","2012",2
"SUR","2013",2
"SUR","2014",2
"SUR","2015",2.5
"SUR","2016",2.5
"SUR","2017",2
"SWZ","1980",5
"SWZ","1981",5
"SWZ","1982",5
"SWZ","1983",5
"SWZ","1984",5.5
"SWZ","1985",5.5
"SWZ","1986",5.5
"SWZ","1987",5.5
"SWZ","1988",5.5
"SWZ","1989",5.5
"SWZ","1990",5.5
"SWZ","1991",5.5
"SWZ","1992",5.5
"SWZ","1993",5.5
"SWZ","1994",5.5
"SWZ","1995",5.5
"SWZ","1996",5.5
"SWZ","1997",5.5
"SWZ","1998",5
"SWZ","1999",5.5
"SWZ","2000",5.5
"SWZ","2001",5.5
"SWZ","2002",5.5
"SWZ","2003",6
"SWZ","2004",6
"SWZ","2005",6
"SWZ","2006",6
"SWZ","2007",6
"SWZ","2008",6
"SWZ","2009",6
"SWZ","2010",6
"SWZ","2011",6
"SWZ","2012",6
"SWZ","2013",6
"SWZ","2014",6
"SWZ","2015",6
"SWZ","2016",6
"SWZ","2017",6.5
"SWE","1980",1
"SWE","1981",1
"SWE","1982",1
"SWE","1983",1
"SWE","1984",1
"SWE","1985",1
"SWE","1986",1
"SWE","1987",1
"SWE","1988",1
"SWE","1989",1
"SWE","1990",1
"SWE","1991",1
"SWE","1992",1
"SWE","1993",1
"SWE","1994",1
"SWE","1995",1
"SWE","1996",1
"SWE","1997",1
"SWE","1998",1
"SWE","1999",1
"SWE","2000",1
"SWE","2001",1
"SWE","2002",1
"SWE","2003",1
"SWE","2004",1
"SWE","2005",1
"SWE","2006",1
"SWE","2007",1
"SWE","2008",1
"SWE","2009",1
"SWE","2010",1
"SWE","2011",1
"SWE","2012",1
"SWE","2013",1
"SWE","2014",1
"SWE","2015",1
"SWE","2016",1
"SWE","2017",1
"CHE","1980",1
"CHE","1981",1
"CHE","1982",1
"CHE","1983",1
"CHE","1984",1
"CHE","1985",1
"CHE","1986",1
"CHE","1987",1
"CHE","1988",1
"CHE","1989",1
"CHE","1990",1
"CHE","1991",1
"CHE","1992",1
"CHE","1993",1
"CHE","1994",1
"CHE","1995",1
"CHE","1996",1
"CHE","1997",1
"CHE","1998",1
"CHE","1999",1
"CHE","2000",1
"CHE","2001",1
"CHE","2002",1
"CHE","2003",1
"CHE","2004",1
"CHE","2005",1
"CHE","2006",1
"CHE","2007",1
"CHE","2008",1
"CHE","2009",1
"CHE","2010",1
"CHE","2011",1
"CHE","2012",1
"CHE","2013",1
"CHE","2014",1
"CHE","2015",1
"CHE","2016",1
"CHE","2017",1
"SYR","1980",6
"SYR","1981",6
"SYR","1982",6
"SYR","1983",6.5
"SYR","1984",6.5
"SYR","1985",6.5
"SYR","1986",6.5
"SYR","1987",6.5
"SYR","1988",6.5
"SYR","1989",7
"SYR","1990",7
"SYR","1991",7
"SYR","1992",7
"SYR","1993",7
"SYR","1994",7
"SYR","1995",7
"SYR","1996",7
"SYR","1997",7
"SYR","1998",7
"SYR","1999",7
"SYR","2000",7
"SYR","2001",7
"SYR","2002",7
"SYR","2003",7
"SYR","2004",7
"SYR","2005",7
"SYR","2006",6.5
"SYR","2007",6.5
"SYR","2008",6.5
"SYR","2009",6.5
"SYR","2010",6.5
"SYR","2011",7
"SYR","2012",7
"SYR","2013",7
"SYR","2014",7
"SYR","2015",7
"SYR","2016",7
"SYR","2017",7
"TWN","1980",5
"TWN","1981",5
"TWN","1982",5
"TWN","1983",5
"TWN","1984",5
"TWN","1985",5
"TWN","1986",5
"TWN","1987",4.5
"TWN","1988",4
"TWN","1989",3.5
"TWN","1990",3
"TWN","1991",3
"TWN","1992",3
"TWN","1993",4
"TWN","1994",3
"TWN","1995",3
"TWN","1996",2
"TWN","1997",2
"TWN","1998",2
"TWN","1999",2
"TWN","2000",1.5
"TWN","2001",1.5
"TWN","2002",2
"TWN","2003",2
"TWN","2004",1.5
"TWN","2005",1
"TWN","2006",1.5
"TWN","2007",1.5
"TWN","2008",1.5
"TWN","2009",1.5
"TWN","2010",1.5
"TWN","2011",1.5
"TWN","2012",1.5
"TWN","2013",1.5
"TWN","2014",1.5
"TWN","2015",1.5
"TWN","2016",1
"TWN","2017",1
"TJK","1991",5
"TJK","1992",6
"TJK","1993",7
"TJK","1994",7
"TJK","1995",7
"TJK","1996",7
"TJK","1997",6
"TJK","1998",6
"TJK","1999",6
"TJK","2000",6
"TJK","2001",6
"TJK","2002",5.5
"TJK","2003",5.5
"TJK","2004",5.5
"TJK","2005",5.5
"TJK","2006",5.5
"TJK","2007",5.5
"TJK","2008",5.5
"TJK","2009",5.5
"TJK","2010",5.5
"TJK","2011",5.5
"TJK","2012",6
"TJK","2013",6
"TJK","2014",6
"TJK","2015",6.5
"TJK","2016",6.5
"TJK","2017",6.5
"TZA","1980",6
"TZA","1981",6
"TZA","1982",6
"TZA","1983",6
"TZA","1984",6
"TZA","1985",6
"TZA","1986",6
"TZA","1987",6
"TZA","1988",6
"TZA","1989",6
"TZA","1990",5.5
"TZA","1991",5.5
"TZA","1992",5.5
"TZA","1993",5.5
"TZA","1994",6
"TZA","1995",5
"TZA","1996",5
"TZA","1997",5
"TZA","1998",4.5
"TZA","1999",4
"TZA","2000",4
"TZA","2001",4
"TZA","2002",3.5
"TZA","2003",3.5
"TZA","2004",3.5
"TZA","2005",3.5
"TZA","2006",3.5
"TZA","2007",3.5
"TZA","2008",3.5
"TZA","2009",3.5
"TZA","2010",3
"TZA","2011",3
"TZA","2012",3
"TZA","2013",3
"TZA","2014",3
"TZA","2015",3.5
"TZA","2016",3.5
"TZA","2017",4
"THA","1980",3.5
"THA","1981",3.5
"THA","1982",3.5
"THA","1983",3.5
"THA","1984",3.5
"THA","1985",3.5
"THA","1986",3
"THA","1987",3
"THA","1988",3
"THA","1989",2.5
"THA","1990",2.5
"THA","1991",5
"THA","1992",3.5
"THA","1993",4
"THA","1994",4
"THA","1995",3.5
"THA","1996",3
"THA","1997",3
"THA","1998",2.5
"THA","1999",2.5
"THA","2000",2.5
"THA","2001",2.5
"THA","2002",2.5
"THA","2003",2.5
"THA","2004",2.5
"THA","2005",3
"THA","2006",5.5
"THA","2007",5
"THA","2008",4.5
"THA","2009",4.5
"THA","2010",4.5
"THA","2011",4
"THA","2012",4
"THA","2013",4
"THA","2014",5.5
"THA","2015",5.5
"THA","2016",5.5
"THA","2017",5.5
"GMB","1980",2.5
"GMB","1981",3.5
"GMB","1982",3.5
"GMB","1983",3.5
"GMB","1984",3.5
"GMB","1985",3.5
"GMB","1986",3.5
"GMB","1987",3
"GMB","1988",3
"GMB","1989",2
"GMB","1990",2
"GMB","1991",2
"GMB","1992",1.5
"GMB","1993",2
"GMB","1994",6.5
"GMB","1995",6.5
"GMB","1996",6.5
"GMB","1997",6.5
"GMB","1998",6
"GMB","1999",6
"GMB","2000",6
"GMB","2001",5
"GMB","2002",4
"GMB","2003",4
"GMB","2004",4
"GMB","2005",4.5
"GMB","2006",4.5
"GMB","2007",4.5
"GMB","2008",4.5
"GMB","2009",5
"GMB","2010",5
"GMB","2011",5.5
"GMB","2012",6
"GMB","2013",6
"GMB","2014",6
"GMB","2015",6.5
"GMB","2016",6
"GMB","2017",4.5
"TLS","1999",5
"TLS","2000",4.5
"TLS","2001",4
"TLS","2002",3
"TLS","2003",3
"TLS","2004",3
"TLS","2005",3
"TLS","2006",3.5
"TLS","2007",3.5
"TLS","2008",3.5
"TLS","2009",3.5
"TLS","2010",3.5
"TLS","2011",3.5
"TLS","2012",3.5
"TLS","2013",3.5
"TLS","2014",3
"TLS","2015",3
"TLS","2016",3
"TLS","2017",2.5
"TGO","1980",6.5
"TGO","1981",6.5
"TGO","1982",6.5
"TGO","1983",6.5
"TGO","1984",6
"TGO","1985",6
"TGO","1986",6
"TGO","1987",6
"TGO","1988",6
"TGO","1989",6
"TGO","1990",6
"TGO","1991",5.5
"TGO","1992",5.5
"TGO","1993",6
"TGO","1994",5.5
"TGO","1995",5.5
"TGO","1996",5.5
"TGO","1997",5.5
"TGO","1998",5.5
"TGO","1999",5
"TGO","2000",5
"TGO","2001",5
"TGO","2002",5.5
"TGO","2003",5.5
"TGO","2004",5.5
"TGO","2005",5.5
"TGO","2006",5.5
"TGO","2007",5
"TGO","2008",5
"TGO","2009",4.5
"TGO","2010",4.5
"TGO","2011",4.5
"TGO","2012",4.5
"TGO","2013",4
"TGO","2014",4
"TGO","2015",4
"TGO","2016",4
"TGO","2017",4
"TON","1980",4
"TON","1981",4
"TON","1982",4
"TON","1983",4
"TON","1984",4
"TON","1985",4
"TON","1986",4
"TON","1987",4
"TON","1988",4
"TON","1989",3.5
"TON","1990",3
"TON","1991",3
"TON","1992",3
"TON","1993",4
"TON","1994",4
"TON","1995",4
"TON","1996",4
"TON","1997",4
"TON","1998",4
"TON","1999",4
"TON","2000",4
"TON","2001",4
"TON","2002",4
"TON","2003",4
"TON","2004",4
"TON","2005",4
"TON","2006",4
"TON","2007",4
"TON","2008",4
"TON","2009",4
"TON","2010",3
"TON","2011",3
"TON","2012",2.5
"TON","2013",2
"TON","2014",2
"TON","2015",2
"TON","2016",2
"TON","2017",2
"TTO","1980",2
"TTO","1981",1.5
"TTO","1982",1.5
"TTO","1983",1.5
"TTO","1984",1.5
"TTO","1985",1.5
"TTO","1986",1.5
"TTO","1987",1
"TTO","1988",1
"TTO","1989",1
"TTO","1990",1
"TTO","1991",1
"TTO","1992",1
"TTO","1993",1
"TTO","1994",1.5
"TTO","1995",1.5
"TTO","1996",1.5
"TTO","1997",1.5
"TTO","1998",1.5
"TTO","1999",1.5
"TTO","2000",2
"TTO","2001",3
"TTO","2002",3
"TTO","2003",3
"TTO","2004",3
"TTO","2005",2.5
"TTO","2006",2
"TTO","2007",2
"TTO","2008",2
"TTO","2009",2
"TTO","2010",2
"TTO","2011",2
"TTO","2012",2
"TTO","2013",2
"TTO","2014",2
"TTO","2015",2
"TTO","2016",2
"TTO","2017",2
"TUN","1980",5.5
"TUN","1981",5
"TUN","1982",5
"TUN","1983",5
"TUN","1984",5
"TUN","1985",5
"TUN","1986",5.5
"TUN","1987",5.5
"TUN","1988",5
"TUN","1989",4
"TUN","1990",4.5
"TUN","1991",5
"TUN","1992",5.5
"TUN","1993",5.5
"TUN","1994",5.5
"TUN","1995",5.5
"TUN","1996",5.5
"TUN","1997",5.5
"TUN","1998",5.5
"TUN","1999",5.5
"TUN","2000",5.5
"TUN","2001",5.5
"TUN","2002",5.5
"TUN","2003",5.5
"TUN","2004",5.5
"TUN","2005",5.5
"TUN","2006",5.5
"TUN","2007",6
"TUN","2008",6
"TUN","2009",6
"TUN","2010",6
"TUN","2011",3.5
"TUN","2012",3.5
"TUN","2013",3
"TUN","2014",2
"TUN","2015",2
"TUN","2016",2
"TUN","2017",2.5
"TUR","1980",5
"TUR","1981",5
"TUR","1982",5
"TUR","1983",4.5
"TUR","1984",4
"TUR","1985",4
"TUR","1986",3.5
"TUR","1987",3
"TUR","1988",3
"TUR","1989",3
"TUR","1990",3
"TUR","1991",3
"TUR","1992",3
"TUR","1993",4
"TUR","1994",5
"TUR","1995",5
"TUR","1996",4.5
"TUR","1997",4.5
"TUR","1998",4.5
"TUR","1999",4.5
"TUR","2000",4.5
"TUR","2001",4.5
"TUR","2002",3.5
"TUR","2003",3.5
"TUR","2004",3
"TUR","2005",3
"TUR","2006",3
"TUR","2007",3
"TUR","2008",3
"TUR","2009",3
"TUR","2010",3
"TUR","2011",3
"TUR","2012",3.5
"TUR","2013",3.5
"TUR","2014",3.5
"TUR","2015",3.5
"TUR","2016",4.5
"TUR","2017",5.5
"TKM","1991",5.5
"TKM","1992",6.5
"TKM","1993",7
"TKM","1994",7
"TKM","1995",7
"TKM","1996",7
"TKM","1997",7
"TKM","1998",7
"TKM","1999",7
"TKM","2000",7
"TKM","2001",7
"TKM","2002",7
"TKM","2003",7
"TKM","2004",7
"TKM","2005",7
"TKM","2006",7
"TKM","2007",7
"TKM","2008",7
"TKM","2009",7
"TKM","2010",7
"TKM","2011",7
"TKM","2012",7
"TKM","2013",7
"TKM","2014",7
"TKM","2015",7
"TKM","2016",7
"TKM","2017",7
"TUV","1980",2
"TUV","1981",1.5
"TUV","1982",1.5
"TUV","1983",1.5
"TUV","1984",1.5
"TUV","1985",1.5
"TUV","1986",1
"TUV","1987",1
"TUV","1988",1
"TUV","1989",1
"TUV","1990",1
"TUV","1991",1
"TUV","1992",1
"TUV","1993",1
"TUV","1994",1
"TUV","1995",1
"TUV","1996",1
"TUV","1997",1
"TUV","1998",1
"TUV","1999",1
"TUV","2000",1
"TUV","2001",1
"TUV","2002",1
"TUV","2003",1
"TUV","2004",1
"TUV","2005",1
"TUV","2006",1
"TUV","2007",1
"TUV","2008",1
"TUV","2009",1
"TUV","2010",1
"TUV","2011",1
"TUV","2012",1
"TUV","2013",1
"TUV","2014",1
"TUV","2015",1
"TUV","2016",1
"TUV","2017",1
"UGA","1980",4
"UGA","1981",5
"UGA","1982",5
"UGA","1983",4.5
"UGA","1984",4.5
"UGA","1985",4.5
"UGA","1986",4.5
"UGA","1987",4.5
"UGA","1988",5
"UGA","1989",5
"UGA","1990",5.5
"UGA","1991",6
"UGA","1992",5.5
"UGA","1993",5.5
"UGA","1994",5
"UGA","1995",4.5
"UGA","1996",4
"UGA","1997",4
"UGA","1998",4
"UGA","1999",5
"UGA","2000",5.5
"UGA","2001",5.5
"UGA","2002",5
"UGA","2003",4.5
"UGA","2004",4.5
"UGA","2005",4.5
"UGA","2006",4.5
"UGA","2007",4.5
"UGA","2008",4.5
"UGA","2009",4.5
"UGA","2010",4.5
"UGA","2011",4.5
"UGA","2012",4.5
"UGA","2013",5
