"iso3c","year","CLandPR"
"HTI","2015",5
"HTI","2016",5
"HTI","2017",5
"HND","1980",3.5
"HND","1981",2.5
"HND","1982",2.5
"HND","1983",3
"HND","1984",2.5
"HND","1985",2.5
"HND","1986",2.5
"HND","1987",2.5
"HND","1988",2.5
"HND","1989",2.5
"HND","1990",2.5
"HND","1991",2.5
"HND","1992",2.5
"HND","1993",3
"HND","1994",3
"HND","1995",3
"HND","1996",3
"HND","1997",2.5
"HND","1998",2.5
"HND","1999",3
"HND","2000",3
"HND","2001",3
"HND","2002",3
"HND","2003",3
"HND","2004",3
"HND","2005",3
"HND","2006",3
"HND","2007",3
"HND","2008",3
"HND","2009",4
"HND","2010",4
"HND","2011",4
"HND","2012",4
"HND","2013",4
"HND","2014",4
"HND","2015",4
"HND","2016",4
"HND","2017",4
"HUN","1980",5.5
"HUN","1981",5.5
"HUN","1982",5.5
"HUN","1983",5.5
"HUN","1984",5.5
"HUN","1985",5
"HUN","1986",5
"HUN","1987",4.5
"HUN","1988",4.5
"HUN","1989",3.5
"HUN","1990",2
"HUN","1991",2
"HUN","1992",2
"HUN","1993",1.5
"HUN","1994",1.5
"HUN","1995",1.5
"HUN","1996",1.5
"HUN","1997",1.5
"HUN","1998",1.5
"HUN","1999",1.5
"HUN","2000",1.5
"HUN","2001",1.5
"HUN","2002",1.5
"HUN","2003",1.5
"HUN","2004",1
"HUN","2005",1
"HUN","2006",1
"HUN","2007",1
"HUN","2008",1
"HUN","2009",1
"HUN","2010",1
"HUN","2011",1.5
"HUN","2012",1.5
"HUN","2013",1.5
"HUN","2014",2
"HUN","2015",2
"HUN","2016",2.5
"HUN","2017",2.5
"ISL","1980",1
"ISL","1981",1
"ISL","1982",1
"ISL","1983",1
"ISL","1984",1
"ISL","1985",1
"ISL","1986",1
"ISL","1987",1
"ISL","1988",1
"ISL","1989",1
"ISL","1990",1
"ISL","1991",1
"ISL","1992",1
"ISL","1993",1
"ISL","1994",1
"ISL","1995",1
"ISL","1996",1
"ISL","1997",1
"ISL","1998",1
"ISL","1999",1
"ISL","2000",1
"ISL","2001",1
"ISL","2002",1
"ISL","2003",1
"ISL","2004",1
"ISL","2005",1
"ISL","2006",1
"ISL","2007",1
"ISL","2008",1
"ISL","2009",1
"ISL","2010",1
"ISL","2011",1
"ISL","2012",1
"ISL","2013",1
"ISL","2014",1
"ISL","2015",1
"ISL","2016",1
"ISL","2017",1
"IND","1980",2.5
"IND","1981",2.5
"IND","1982",2.5
"IND","1983",2.5
"IND","1984",2.5
"IND","1985",2.5
"IND","1986",2.5
"IND","1987",2.5
"IND","1988",2.5
"IND","1989",2.5
"IND","1990",2.5
"IND","1991",3.5
"IND","1992",3.5
"IND","1993",4
"IND","1994",4
"IND","1995",4
"IND","1996",3
"IND","1997",3
"IND","1998",2.5
"IND","1999",2.5
"IND","2000",2.5
"IND","2001",2.5
"IND","2002",2.5
"IND","2003",2.5
"IND","2004",2.5
"IND","2005",2.5
"IND","2006",2.5
"IND","2007",2.5
"IND","2008",2.5
"IND","2009",2.5
"IND","2010",2.5
"IND","2011",2.5
"IND","2012",2.5
"IND","2013",2.5
"IND","2014",2.5
"IND","2015",2.5
"IND","2016",2.5
"IND","2017",2.5
"IDN","1980",5
"IDN","1981",5
"IDN","1982",5
"IDN","1983",5
"IDN","1984",5.5
"IDN","1985",5.5
"IDN","1986",5.5
"IDN","1987",5.5
"IDN","1988",5
"IDN","1989",5
"IDN","1990",5.5
"IDN","1991",5.5
"IDN","1992",5.5
"IDN","1993",6.5
"IDN","1994",6.5
"IDN","1995",6.5
"IDN","1996",6
"IDN","1997",6
"IDN","1998",5
"IDN","1999",4
"IDN","2000",3.5
"IDN","2001",3.5
"IDN","2002",3.5
"IDN","2003",3.5
"IDN","2004",3.5
"IDN","2005",2.5
"IDN","2006",2.5
"IDN","2007",2.5
"IDN","2008",2.5
"IDN","2009",2.5
"IDN","2010",2.5
"IDN","2011",2.5
"IDN","2012",2.5
"IDN","2013",3
"IDN","2014",3
"IDN","2015",3
"IDN","2016",3
"IDN","2017",3
"IRN","1980",5
"IRN","1981",6
"IRN","1982",6
"IRN","1983",6
"IRN","1984",5.5
"IRN","1985",5.5
"IRN","1986",5.5
"IRN","1987",5.5
"IRN","1988",5.5
"IRN","1989",5.5
"IRN","1990",5.5
"IRN","1991",5.5
"IRN","1992",6
"IRN","1993",6.5
"IRN","1994",6.5
"IRN","1995",6.5
"IRN","1996",6.5
"IRN","1997",6.5
"IRN","1998",6
"IRN","1999",6
"IRN","2000",6
"IRN","2001",6
"IRN","2002",6
"IRN","2003",6
"IRN","2004",6
"IRN","2005",6
"IRN","2006",6
"IRN","2007",6
"IRN","2008",6
"IRN","2009",6
"IRN","2010",6
"IRN","2011",6
"IRN","2012",6
"IRN","2013",6
"IRN","2014",6
"IRN","2015",6
"IRN","2016",6
"IRN","2017",6
"IRQ","1980",6.5
"IRQ","1981",6.5
"IRQ","1982",6.5
"IRQ","1983",6.5
"IRQ","1984",7
"IRQ","1985",7
"IRQ","1986",7
"IRQ","1987",7
"IRQ","1988",7
"IRQ","1989",6.5
"IRQ","1990",7
"IRQ","1991",7
"IRQ","1992",7
"IRQ","1993",7
"IRQ","1994",7
"IRQ","1995",7
"IRQ","1996",7
"IRQ","1997",7
"IRQ","1998",7
"IRQ","1999",7
"IRQ","2000",7
"IRQ","2001",7
"IRQ","2002",7
"IRQ","2003",6
"IRQ","2004",6
"IRQ","2005",5.5
"IRQ","2006",6
"IRQ","2007",6
"IRQ","2008",6
"IRQ","2009",5.5
"IRQ","2010",5.5
"IRQ","2011",5.5
"IRQ","2012",6
"IRQ","2013",5.5
"IRQ","2014",6
"IRQ","2015",5.5
"IRQ","2016",5.5
"IRQ","2017",5.5
"IRL","1980",1
"IRL","1981",1
"IRL","1982",1
"IRL","1983",1
"IRL","1984",1
"IRL","1985",1
"IRL","1986",1
"IRL","1987",1
"IRL","1988",1
"IRL","1989",1
"IRL","1990",1
"IRL","1991",1
"IRL","1992",1
"IRL","1993",1.5
"IRL","1994",1.5
"IRL","1995",1
"IRL","1996",1
"IRL","1997",1
"IRL","1998",1
"IRL","1999",1
"IRL","2000",1
"IRL","2001",1
"IRL","2002",1
"IRL","2003",1
"IRL","2004",1
"IRL","2005",1
"IRL","2006",1
"IRL","2007",1
"IRL","2008",1
"IRL","2009",1
"IRL","2010",1
"IRL","2011",1
"IRL","2012",1
"IRL","2013",1
"IRL","2014",1
"IRL","2015",1
"IRL","2016",1
"IRL","2017",1
"ISR","1980",2
"ISR","1981",2
"ISR","1982",2
"ISR","1983",2
"ISR","1984",2
"ISR","1985",2
"ISR","1986",2
"ISR","1987",2
"ISR","1988",2
"ISR","1989",2
"ISR","1990",2
"ISR","1991",2
"ISR","1992",2
"ISR","1993",2
"ISR","1994",2
"ISR","1995",2
"ISR","1996",2
"ISR","1997",2
"ISR","1998",2
"ISR","1999",1.5
"ISR","2000",2
"ISR","2001",2
"ISR","2002",2
"ISR","2003",2
"ISR","2004",2
"ISR","2005",1.5
"ISR","2006",1.5
"ISR","2007",1.5
"ISR","2008",1.5
"ISR","2009",1.5
"ISR","2010",1.5
"ISR","2011",1.5
"ISR","2012",1.5
"ISR","2013",1.5
"ISR","2014",1.5
"ISR","2015",1.5
"ISR","2016",1.5
"ISR","2017",2
"ITA","1980",1.5
"ITA","1981",1.5
"ITA","1982",1.5
"ITA","1983",1.5
"ITA","1984",1
"ITA","1985",1
"ITA","1986",1
"ITA","1987",1
"ITA","1988",1
"ITA","1989",1
"ITA","1990",1
"ITA","1991",1
"ITA","1992",1.5
"ITA","1993",2
"ITA","1994",1.5
"ITA","1995",1.5
"ITA","1996",1.5
"ITA","1997",1.5
"ITA","1998",1.5
"ITA","1999",1.5
"ITA","2000",1.5
"ITA","2001",1.5
"ITA","2002",1
"ITA","2003",1
"ITA","2004",1
"ITA","2005",1
"ITA","2006",1
"ITA","2007",1
"ITA","2008",1.5
"ITA","2009",1.5
"ITA","2010",1.5
"ITA","2011",1
"ITA","2012",1.5
"ITA","2013",1
"ITA","2014",1
"ITA","2015",1
"ITA","2016",1
"ITA","2017",1
"JAM","1980",2.5
"JAM","1981",2.5
"JAM","1982",2.5
"JAM","1983",2.5
"JAM","1984",2.5
"JAM","1985",2.5
"JAM","1986",2.5
"JAM","1987",2
"JAM","1988",2
"JAM","1989",2
"JAM","1990",2
"JAM","1991",2
"JAM","1992",2
"JAM","1993",2.5
"JAM","1994",2.5
"JAM","1995",2.5
"JAM","1996",2.5
"JAM","1997",2.5
"JAM","1998",2
"JAM","1999",2
"JAM","2000",2
"JAM","2001",2.5
"JAM","2002",2.5
"JAM","2003",2.5
"JAM","2004",2.5
"JAM","2005",2.5
"JAM","2006",2.5
"JAM","2007",2.5
"JAM","2008",2.5
"JAM","2009",2.5
"JAM","2010",2.5
"JAM","2011",2.5
"JAM","2012",2.5
"JAM","2013",2.5
"JAM","2014",2.5
"JAM","2015",2.5
"JAM","2016",2.5
"JAM","2017",2.5
"JPN","1980",1
"JPN","1981",1
"JPN","1982",1
"JPN","1983",1
"JPN","1984",1
"JPN","1985",1
"JPN","1986",1
"JPN","1987",1
"JPN","1988",1
"JPN","1989",1
"JPN","1990",1
"JPN","1991",1.5
"JPN","1992",1.5
"JPN","1993",2
"JPN","1994",2
"JPN","1995",1.5
"JPN","1996",1.5
"JPN","1997",1.5
"JPN","1998",1.5
"JPN","1999",1.5
"JPN","2000",1.5
"JPN","2001",1.5
"JPN","2002",1.5
"JPN","2003",1.5
"JPN","2004",1.5
"JPN","2005",1.5
"JPN","2006",1.5
"JPN","2007",1.5
"JPN","2008",1.5
"JPN","2009",1.5
"JPN","2010",1.5
"JPN","2011",1.5
"JPN","2012",1.5
"JPN","2013",1
"JPN","2014",1
"JPN","2015",1
"JPN","2016",1
"JPN","2017",1
"JOR","1980",6
"JOR","1981",6
"JOR","1982",6
"JOR","1983",6
"JOR","1984",5
"JOR","1985",5
"JOR","1986",5
"JOR","1987",5
"JOR","1988",5.5
"JOR","1989",5
"JOR","1990",5
"JOR","1991",4
"JOR","1992",3
"JOR","1993",4
"JOR","1994",4
"JOR","1995",4
"JOR","1996",4
"JOR","1997",4
"JOR","1998",4.5
"JOR","1999",4
"JOR","2000",4
"JOR","2001",5
"JOR","2002",5.5
"JOR","2003",5
"JOR","2004",4.5
"JOR","2005",4.5
"JOR","2006",4.5
"JOR","2007",4.5
"JOR","2008",5
"JOR","2009",5.5
"JOR","2010",5.5
"JOR","2011",5.5
"JOR","2012",5.5
"JOR","2013",5.5
"JOR","2014",5.5
"JOR","2015",5.5
"JOR","2016",5
"JOR","2017",5
"KAZ","1991",4.5
"KAZ","1992",5
"KAZ","1993",5
"KAZ","1994",5.5
"KAZ","1995",5.5
"KAZ","1996",5.5
"KAZ","1997",5.5
"KAZ","1998",5.5
"KAZ","1999",5.5
"KAZ","2000",5.5
"KAZ","2001",5.5
"KAZ","2002",5.5
"KAZ","2003",5.5
"KAZ","2004",5.5
"KAZ","2005",5.5
"KAZ","2006",5.5
"KAZ","2007",5.5
"KAZ","2008",5.5
"KAZ","2009",5.5
"KAZ","2010",5.5
"KAZ","2011",5.5
"KAZ","2012",5.5
"KAZ","2013",5.5
"KAZ","2014",5.5
"KAZ","2015",5.5
"KAZ","2016",6
"KAZ","2017",6
"KEN","1980",4.5
"KEN","1981",5
"KEN","1982",5
"KEN","1983",5
"KEN","1984",5.5
"KEN","1985",5.5
"KEN","1986",5.5
"KEN","1987",6
"KEN","1988",6
"KEN","1989",6
"KEN","1990",6
"KEN","1991",6
"KEN","1992",4.5
"KEN","1993",5.5
"KEN","1994",6
"KEN","1995",6.5
"KEN","1996",6.5
"KEN","1997",6
"KEN","1998",5.5
"KEN","1999",5.5
"KEN","2000",5.5
"KEN","2001",5.5
"KEN","2002",4
"KEN","2003",3
"KEN","2004",3
"KEN","2005",3
"KEN","2006",3
"KEN","2007",3.5
"KEN","2008",3.5
"KEN","2009",4
"KEN","2010",3.5
"KEN","2011",3.5
"KEN","2012",4
"KEN","2013",4
"KEN","2014",4
"KEN","2015",4
"KEN","2016",4
"KEN","2017",4
"KIR","1980",2
"KIR","1981",2
"KIR","1982",2
"KIR","1983",1.5
"KIR","1984",1.5
"KIR","1985",1.5
"KIR","1986",1.5
"KIR","1987",1.5
"KIR","1988",1.5
"KIR","1989",1.5
"KIR","1990",1.5
"KIR","1991",1.5
"KIR","1992",1.5
"KIR","1993",1
"KIR","1994",1
"KIR","1995",1
"KIR","1996",1
"KIR","1997",1
"KIR","1998",1
"KIR","1999",1
"KIR","2000",1
"KIR","2001",1
"KIR","2002",1
"KIR","2003",1
"KIR","2004",1
"KIR","2005",1
"KIR","2006",1
"KIR","2007",1
"KIR","2008",1
"KIR","2009",1
"KIR","2010",1
"KIR","2011",1
"KIR","2012",1
"KIR","2013",1
"KIR","2014",1
"KIR","2015",1
"KIR","2016",1
"KIR","2017",1
"KWT","1980",5
"KWT","1981",4
"KWT","1982",4
"KWT","1983",4
"KWT","1984",4
"KWT","1985",4
"KWT","1986",5.5
"KWT","1987",5.5
"KWT","1988",5.5
"KWT","1989",5
"KWT","1990",7
"KWT","1991",5.5
"KWT","1992",5
"KWT","1993",5
"KWT","1994",5
"KWT","1995",5
"KWT","1996",5
"KWT","1997",5
"KWT","1998",5
"KWT","1999",4.5
"KWT","2000",4.5
"KWT","2001",4.5
"KWT","2002",4.5
"KWT","2003",4.5
"KWT","2004",4.5
"KWT","2005",4.5
"KWT","2006",4
"KWT","2007",4
"KWT","2008",4
"KWT","2009",4
"KWT","2010",4.5
"KWT","2011",4.5
"KWT","2012",5
"KWT","2013",5
"KWT","2014",5
"KWT","2015",5
"KWT","2016",5
"KWT","2017",5
"KGZ","1991",4.5
"KGZ","1992",3
"KGZ","1993",4
"KGZ","1994",3.5
"KGZ","1995",4
"KGZ","1996",4
"KGZ","1997",4
"KGZ","1998",5
"KGZ","1999",5
"KGZ","2000",5.5
"KGZ","2001",5.5
"KGZ","2002",5.5
"KGZ","2003",5.5
"KGZ","2004",5.5
"KGZ","2005",4.5
"KGZ","2006",4.5
"KGZ","2007",4.5
"KGZ","2008",4.5
"KGZ","2009",5.5
"KGZ","2010",5
"KGZ","2011",5
"KGZ","2012",5
"KGZ","2013",5
"KGZ","2014",5
"KGZ","2015",5
"KGZ","2016",5
"KGZ","2017",5
"LAO","1980",7
"LAO","1981",7
"LAO","1982",7
"LAO","1983",7
"LAO","1984",7
"LAO","1985",7
"LAO","1986",7
"LAO","1987",7
"LAO","1988",6
"LAO","1989",6.5
"LAO","1990",6.5
"LAO","1991",6.5
"LAO","1992",6.5
"LAO","1993",6.5
"LAO","1994",6.5
"LAO","1995",6.5
"LAO","1996",6.5
"LAO","1997",6.5
"LAO","1998",6.5
"LAO","1999",6.5
"LAO","2000",6.5
"LAO","2001",6.5
"LAO","2002",6.5
"LAO","2003",6.5
"LAO","2004",6.5
"LAO","2005",6.5
"LAO","2006",6.5
"LAO","2007",6.5
"LAO","2008",6.5
"LAO","2009",6.5
"LAO","2010",6.5
"LAO","2011",6.5
"LAO","2012",6.5
"LAO","2013",6.5
"LAO","2014",6.5
"LAO","2015",6.5
"LAO","2016",6.5
"LAO","2017",6.5
"LVA","1991",2.5
"LVA","1992",3
"LVA","1993",3
"LVA","1994",2.5
"LVA","1995",2
"LVA","1996",2
"LVA","1997",1.5
"LVA","1998",1.5
"LVA","1999",1.5
"LVA","2000",1.5
"LVA","2001",1.5
"LVA","2002",1.5
"LVA","2003",1.5
"LVA","2004",1.5
"LVA","2005",1
"LVA","2006",1
"LVA","2007",1.5
"LVA","2008",1.5
"LVA","2009",1.5
"LVA","2010",2
"LVA","2011",2
"LVA","2012",2
"LVA","2013",2
"LVA","2014",2
"LVA","2015",2
"LVA","2016",1.5
"LVA","2017",2
"LBN","1980",4
"LBN","1981",4.5
"LBN","1982",4.5
"LBN","1983",4.5
"LBN","1984",4.5
"LBN","1985",4.5
"LBN","1986",4.5
"LBN","1987",5.5
"LBN","1988",5.5
"LBN","1989",5.5
"LBN","1990",5.5
"LBN","1991",5
"LBN","1992",4.5
"LBN","1993",5.5
"LBN","1994",5.5
"LBN","1995",5.5
"LBN","1996",5.5
"LBN","1997",5.5
"LBN","1998",5.5
"LBN","1999",5.5
"LBN","2000",5.5
"LBN","2001",5.5
"LBN","2002",5.5
"LBN","2003",5.5
"LBN","2004",5.5
"LBN","2005",4.5
"LBN","2006",4.5
"LBN","2007",4.5
"LBN","2008",4.5
"LBN","2009",4
"LBN","2010",4
"LBN","2011",4.5
"LBN","2012",4.5
"LBN","2013",4.5
"LBN","2014",4.5
"LBN","2015",4.5
"LBN","2016",4.5
"LBN","2017",5
"LSO","1980",5
"LSO","1981",5
"LSO","1982",5
"LSO","1983",5
"LSO","1984",5
"LSO","1985",5
"LSO","1986",5
"LSO","1987",5.5
"LSO","1988",6
"LSO","1989",5.5
"LSO","1990",5.5
"LSO","1991",5
"LSO","1992",5
"LSO","1993",3.5
"LSO","1994",4
"LSO","1995",4
"LSO","1996",4
"LSO","1997",4
"LSO","1998",4
"LSO","1999",4
"LSO","2000",4
"LSO","2001",4
"LSO","2002",2.5
"LSO","2003",2.5
"LSO","2004",2.5
"LSO","2005",2.5
"LSO","2006",2.5
"LSO","2007",2.5
"LSO","2008",2.5
"LSO","2009",3
"LSO","2010",3
"LSO","2011",3
"LSO","2012",2.5
"LSO","2013",2.5
"LSO","2014",2.5
"LSO","2015",3
"LSO","2016",3
"LSO","2017",3
"LBR","1980",6
"LBR","1981",6
"LBR","1982",6
"LBR","1983",5
"LBR","1984",5.5
"LBR","1985",5
"LBR","1986",5
"LBR","1987",5
"LBR","1988",5
"LBR","1989",5.5
"LBR","1990",7
"LBR","1991",6.5
"LBR","1992",6.5
"LBR","1993",6
"LBR","1994",6.5
"LBR","1995",6.5
"LBR","1996",6.5
"LBR","1997",4.5
"LBR","1998",4.5
"LBR","1999",4.5
"LBR","2000",5.5
"LBR","2001",6
"LBR","2002",6
"LBR","2003",6
"LBR","2004",4.5
"LBR","2005",4
"LBR","2006",3.5
"LBR","2007",3.5
"LBR","2008",3.5
"LBR","2009",3.5
"LBR","2010",3.5
"LBR","2011",3.5
"LBR","2012",3.5
"LBR","2013",3.5
"LBR","2014",3.5
"LBR","2015",3.5
"LBR","2016",3.5
"LBR","2017",3
"LBY","1980",6.5
"LBY","1981",6
"LBY","1982",6
"LBY","1983",6
"LBY","1984",6
"LBY","1985",6
"LBY","1986",6
"LBY","1987",6
"LBY","1988",6
"LBY","1989",7
"LBY","1990",7
"LBY","1991",7
"LBY","1992",7
"LBY","1993",7
"LBY","1994",7
"LBY","1995",7
"LBY","1996",7
"LBY","1997",7
"LBY","1998",7
"LBY","1999",7
"LBY","2000",7
"LBY","2001",7
"LBY","2002",7
"LBY","2003",7
"LBY","2004",7
"LBY","2005",7
"LBY","2006",7
"LBY","2007",7
"LBY","2008",7
"LBY","2009",7
"LBY","2010",7
"LBY","2011",6.5
"LBY","2012",4.5
"LBY","2013",4.5
"LBY","2014",6
"LBY","2015",6
"LBY","2016",6.5
"LBY","2017",6.5
"LIE","1992",1
"LIE","1993",1
"LIE","1994",1
"LIE","1995",1
"LIE","1996",1
"LIE","1997",1
"LIE","1998",1
"LIE","1999",1
"LIE","2000",1
"LIE","2001",1
"LIE","2002",1
"LIE","2003",1
"LIE","2004",1
"LIE","2005",1
"LIE","2006",1
"LIE","2007",1
"LIE","2008",1
"LIE","2009",1
"LIE","2010",1
"LIE","2011",1
"LIE","2012",1
"LIE","2013",1
"LIE","2014",1
"LIE","2015",1
"LIE","2016",1.5
"LIE","2017",1.5
"LTU","1991",2.5
"LTU","1992",2.5
"LTU","1993",2
"LTU","1994",2
"LTU","1995",1.5
"LTU","1996",1.5
"LTU","1997",1.5
"LTU","1998",1.5
"LTU","1999",1.5
"LTU","2000",1.5
"LTU","2001",1.5
"LTU","2002",1.5
"LTU","2003",1.5
"LTU","2004",2
"LTU","2005",1
"LTU","2006",1
"LTU","2007",1
"LTU","2008",1
"LTU","2009",1
"LTU","2010",1
"LTU","2011",1
"LTU","2012",1
"LTU","2013",1
"LTU","2014",1
"LTU","2015",1
"LTU","2016",1
"LTU","2017",1
"LUX","1980",1
"LUX","1981",1
"LUX","1982",1
"LUX","1983",1
"LUX","1984",1
"LUX","1985",1
"LUX","1986",1
"LUX","1987",1
"LUX","1988",1
"LUX","1989",1
"LUX","1990",1
"LUX","1991",1
"LUX","1992",1
"LUX","1993",1
"LUX","1994",1
"LUX","1995",1
"LUX","1996",1
"LUX","1997",1
"LUX","1998",1
"LUX","1999",1
"LUX","2000",1
"LUX","2001",1
"LUX","2002",1
"LUX","2003",1
"LUX","2004",1
"LUX","2005",1
"LUX","2006",1
"LUX","2007",1
"LUX","2008",1
"LUX","2009",1
"LUX","2010",1
"LUX","2011",1
"LUX","2012",1
"LUX","2013",1
"LUX","2014",1
"LUX","2015",1
"LUX","2016",1
"LUX","2017",1
"MKD","1992",3.5
"MKD","1993",3
"MKD","1994",3.5
"MKD","1995",3.5
"MKD","1996",3.5
"MKD","1997",3.5
"MKD","1998",3
"MKD","1999",3
"MKD","2000",3.5
"MKD","2001",4
"MKD","2002",3
"MKD","2003",3
"MKD","2004",3
"MKD","2005",3
"MKD","2006",3
"MKD","2007",3
"MKD","2008",3
"MKD","2009",3
"MKD","2010",3
"MKD","2011",3
"MKD","2012",3
"MKD","2013",3
"MKD","2014",3.5
"MKD","2015",3.5
"MKD","2016",3.5
"MKD","2017",3.5
"MDG","1980",6
"MDG","1981",6
"MDG","1982",6
"MDG","1983",5.5
"MDG","1984",5.5
"MDG","1985",5.5
"MDG","1986",5
"MDG","1987",5
"MDG","1988",5
"MDG","1989",4.5
"MDG","1990",4
"MDG","1991",4
"MDG","1992",4
"MDG","1993",3
"MDG","1994",3
"MDG","1995",3
"MDG","1996",3
"MDG","1997",3
"MDG","1998",3
"MDG","1999",3
"MDG","2000",3
"MDG","2001",3
"MDG","2002",3.5
"MDG","2003",3
"MDG","2004",3
"MDG","2005",3
"MDG","2006",3.5
"MDG","2007",3.5
"MDG","2008",3.5
"MDG","2009",5
"MDG","2010",5
"MDG","2011",5
"MDG","2012",5
"MDG","2013",4.5
"MDG","2014",4
"MDG","2015",3.5
"MDG","2016",3.5
"MDG","2017",3.5
"MWI","1980",6.5
"MWI","1981",6.5
"MWI","1982",6.5
"MWI","1983",6.5
"MWI","1984",6.5
"MWI","1985",6.5
"MWI","1986",6.5
"MWI","1987",6.5
"MWI","1988",6.5
"MWI","1989",6.5
"MWI","1990",6.5
"MWI","1991",6.5
"MWI","1992",6.5
"MWI","1993",5.5
"MWI","1994",2.5
"MWI","1995",2.5
"MWI","1996",2.5
"MWI","1997",2.5
"MWI","1998",2.5
"MWI","1999",3
"MWI","2000",3
"MWI","2001",3.5
"MWI","2002",4
"MWI","2003",3.5
"MWI","2004",4
"MWI","2005",4
"MWI","2006",3.5
"MWI","2007",4
"MWI","2008",4
"MWI","2009",3.5
"MWI","2010",3.5
"MWI","2011",3.5
"MWI","2012",3.5
"MWI","2013",3.5
"MWI","2014",3.5
"MWI","2015",3
"MWI","2016",3
"MWI","2017",3
"MYS","1980",3.5
"MYS","1981",3.5
"MYS","1982",3.5
"MYS","1983",3.5
"MYS","1984",4
"MYS","1985",4
"MYS","1986",4
"MYS","1987",4
"MYS","1988",4.5
"MYS","1989",4.5
"MYS","1990",4.5
"MYS","1991",4.5
"MYS","1992",4.5
"MYS","1993",4.5
"MYS","1994",4.5
"MYS","1995",4.5
"MYS","1996",4.5
"MYS","1997",4.5
"MYS","1998",5
"MYS","1999",5
"MYS","2000",5
"MYS","2001",5
"MYS","2002",5
"MYS","2003",4.5
"MYS","2004",4
"MYS","2005",4
"MYS","2006",4
"MYS","2007",4
"MYS","2008",4
"MYS","2009",4
"MYS","2010",4
"MYS","2011",4
"MYS","2012",4
"MYS","2013",4
"MYS","2014",4
"MYS","2015",4
"MYS","2016",4
"MYS","2017",4
"MDV","1980",5
"MDV","1981",5
"MDV","1982",5
"MDV","1983",5
"MDV","1984",5
"MDV","1985",5
"MDV","1986",5.5
"MDV","1987",5.5
"MDV","1988",5.5
"MDV","1989",5.5
"MDV","1990",5.5
"MDV","1991",5.5
"MDV","1992",5.5
"MDV","1993",6
"MDV","1994",6
"MDV","1995",6
"MDV","1996",6
"MDV","1997",6
"MDV","1998",5.5
"MDV","1999",5.5
"MDV","2000",5.5
"MDV","2001",5.5
"MDV","2002",5.5
"MDV","2003",5.5
"MDV","2004",5.5
"MDV","2005",5.5
"MDV","2006",5.5
"MDV","2007",5.5
"MDV","2008",4
"MDV","2009",3.5
"MDV","2010",3.5
"MDV","2011",3.5
"MDV","2012",4.5
"MDV","2013",4
"MDV","2014",4
"MDV","2015",4.5
"MDV","2016",5
"MDV","2017",5
"MLI","1980",6.5
"MLI","1981",6.5
"MLI","1982",6.5
"MLI","1983",6.5
"MLI","1984",6.5
"MLI","1985",6.5
"MLI","1986",6.5
"MLI","1987",6.5
"MLI","1988",6
"MLI","1989",6
"MLI","1990",5.5
"MLI","1991",5
"MLI","1992",2.5
"MLI","1993",2.5
"MLI","1994",3
"MLI","1995",2.5
"MLI","1996",2
"MLI","1997",3
"MLI","1998",3
"MLI","1999",3
"MLI","2000",2.5
"MLI","2001",2.5
"MLI","2002",2.5
"MLI","2003",2
"MLI","2004",2
"MLI","2005",2
"MLI","2006",2
"MLI","2007",2.5
"MLI","2008",2.5
"MLI","2009",2.5
"MLI","2010",2.5
"MLI","2011",2.5
"MLI","2012",6
"MLI","2013",4.5
"MLI","2014",4.5
"MLI","2015",4.5
"MLI","2016",4.5
"MLI","2017",4.5
"MLT","1980",2.5
"MLT","1981",2.5
"MLT","1982",2.5
"MLT","1983",3
"MLT","1984",3
"MLT","1985",3
"MLT","1986",3
"MLT","1987",1.5
"MLT","1988",1.5
"MLT","1989",1
"MLT","1990",1
"MLT","1991",1
"MLT","1992",1
"MLT","1993",1
"MLT","1994",1
"MLT","1995",1
"MLT","1996",1
"MLT","1997",1
"MLT","1998",1
"MLT","1999",1
"MLT","2000",1
"MLT","2001",1
"MLT","2002",1
"MLT","2003",1
"MLT","2004",1
"MLT","2005",1
"MLT","2006",1
"MLT","2007",1
"MLT","2008",1
"MLT","2009",1
"MLT","2010",1
"MLT","2011",1
"MLT","2012",1
"MLT","2013",1
"MLT","2014",1
"MLT","2015",1
"MLT","2016",1
"MLT","2017",1
"MHL","1991",1
"MHL","1992",1
"MHL","1993",1
"MHL","1994",1
"MHL","1995",1
"MHL","1996",1
"MHL","1997",1
"MHL","1998",1
"MHL","1999",1
"MHL","2000",1
"MHL","2001",1
"MHL","2002",1
"MHL","2003",1
"MHL","2004",1
"MHL","2005",1
"MHL","2006",1
"MHL","2007",1
"MHL","2008",1
"MHL","2009",1
"MHL","2010",1
"MHL","2011",1
"MHL","2012",1
"MHL","2013",1
"MHL","2014",1
"MHL","2015",1
"MHL","2016",1
"MHL","2017",1
"MRT","1980",6.5
"MRT","1981",6.5
"MRT","1982",6.5
"MRT","1983",6.5
"MRT","1984",6.5
"MRT","1985",6.5
"MRT","1986",6.5
"MRT","1987",6
"MRT","1988",6
"MRT","1989",6.5
"MRT","1990",6.5
"MRT","1991",6.5
"MRT","1992",6.5
"MRT","1993",6.5
"MRT","1994",7
"MRT","1995",6
"MRT","1996",6
"MRT","1997",6
"MRT","1998",5.5
"MRT","1999",5.5
"MRT","2000",5.5
"MRT","2001",5
"MRT","2002",5
"MRT","2003",5.5
"MRT","2004",5.5
"MRT","2005",5
"MRT","2006",4.5
"MRT","2007",4
"MRT","2008",5.5
"MRT","2009",5.5
"MRT","2010",5.5
