ref_area,source,indicator,type,year,value
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,3068.82
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,3196.99
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,3276.11
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,3191.95
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,3252.26
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,3406.34
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,3486.47
KOS,FX:701,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,821.78
KOS,FX:701,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,926.75
KOS,FX:701,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,1010.17
KOS,FX:701,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,1015.73
KOS,FX:701,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1177.92
KOS,FX:701,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,1281.59
KOS,FX:701,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,1317.7
KWT,DA:1335,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,1839.82
KWT,DA:1335,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,1795.12
LAO,BA:6651,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,571.36
LBR,BA:16,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,616.24
LBR,BX:6377,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,9378.35
LBR,BX:6377,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,11297.79
LKA,BA:1359,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,324.88
LKA,BA:1359,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,336.92
LKA,BA:1359,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,360.69
LKA,BA:1359,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,409.9
LKA,BA:1359,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,436.55
LKA,BA:1359,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,489.41
LKA,BA:1359,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,535.01
LTU,DA:12956,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1101.53
LTU,DA:12956,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1412.32
LUX,FA:189,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,4272.68
LUX,FA:189,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,4313.07
LUX,FA:189,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,4426.42
LUX,FA:189,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,4466.02
LUX,FA:189,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,4638.33
LUX,FA:189,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,4784.3
LUX,FA:189,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,4841.23
LUX,FA:189,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,4875.93
LVA,DA:12955,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1109.07
LVA,DA:12955,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1414.77
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1990,543.06
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1991,581.78
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1992,669.26
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,750.47
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1994,797.22
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,815.02
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1996,813.89
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,855.1
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,1614.5
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1671.24
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,1830.81
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,1937.23
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,2032.38
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,2109.92
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,2331.12
MAC,BA:241,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,2305.88
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,208.63
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1994,123.52
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,151.85
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1996,141.7
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,152.42
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1998,163.73
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,146.15
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,154.1
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,192.42
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,236.09
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,278.34
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,314.52
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,347.22
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,409.01
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,455.53
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,513.79
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,556.41
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,569.07
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,558.03
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,622.84
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,638.32
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,687.07
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,696.01
MDA,DA:1390,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,729.73
MDG,BA:7423,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,203.37
MDG,BA:7423,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,245.6
MDV,BB:704,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,902.12
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1991,454.89
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,434.35
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,387.44
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1996,342.1
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,358.85
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1998,372.36
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,383.13
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,435.35
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,479.79
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,503.23
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,526.89
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,540.22
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,555.92
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,585.71
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,595.69
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,596.16
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,578.47
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,565.14
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,560.33
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,559.85
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,584.95
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,572.54
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,587.91
MEX,BA:463,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,599.19
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,421.49
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,461.6
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,478.1
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,503.23
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,517
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,548.75
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,585.06
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,647.98
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,1270.96
MKD,DA:3100,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1285.04
MKD,DA:2601 (linked),EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1305.95
MLI,BA:219,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,327
MLI,BA:219,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,286.48
MLI,BA:219,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,320.31
MLT,BB:342,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,2237.64
MLT,BB:342,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,2356.92
MLT,DA:12953 (linked),EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,2703.42
MMR,BA:7009,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,388.72
MNE,DA:470,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,1054.71
MNE,DA:470,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,1241.48
MNE,DA:470,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,1344.44
MNE,DA:470,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1561.67
MNE,DA:470,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,1617.2
MNE,DA:470,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,1596.09
MNE,DA:13001,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1648.25
MNE,DA:470,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,1658.37
MNG,DA:703,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,210.4
MNG,DA:703,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,213.04
MNG,DA:703,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,234.52
MNG,DA:703,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,260.78
MNG,DA:703,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,282.58
MNG,DA:703,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,281.76
MNG,DA:703,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,349.21
MNG,DA:703,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,443.84
MNG,DA:703,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,570.81
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,535.55
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,538.48
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,569.52
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,589.62
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,668.24
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,638.86
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,638.46
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,689.18
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,763.02
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,802.46
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,807.92
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,839.05
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,882.07
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,981.82
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,1032.93
MUS,BA:82,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,1039.08
MWI,DA:1449,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1990,66.92
MWI,DA:1449,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1991,38.83
MWI,DA:1449,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1992,38.66
MWI,DA:1449,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,35.87
MWI,DA:1449,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1994,31.6
MWI,DA:1449,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,19.85
MYS,DA:7341,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,1140.54
MYS,DA:7341,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,1206.5
MYS,DA:7341,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1359.12
MYS,DA:7341,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,1405.01
MYS,DA:7341,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,1484.62
NAM,BA:1468,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,1048.42
NAM,BA:1468,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,1225.71
NAM,BA:1468,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1146.85
NAM,BA:1468,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,1099.53
NER,JA:729,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,124.33
NER,JA:729,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,110.39
NER,BB:13367,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,245.63
NGA,BX:7338,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,8819.16
NGA,BX:7338,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,4625.73
NIC,DA:164,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,467.07
NIC,DA:164,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,510.77
NIC,DA:164,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,555.33
NIC,DA:164,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,588.44
NIC,DA:164,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,617.62
NIC,DA:164,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,636.06
NIC,DA:164,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,694.45
NIC,DA:164,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,758.44
NIC,BA:692,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,434.61
NIC,BA:692,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,438.23
NIC,BA:692,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,463.15
NIC,DA:164,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,734.72
NIC,BB:5868,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1129.01
NLD,DA:1500,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,2782.1
NLD,DA:1500,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,2909.45
NLD,DA:1500,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,2906.98
NLD,DA:1500,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,3065.47
NLD,DA:1500,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,3136.64
NOR,DA:287,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,3790.27
NOR,DA:287,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,3901
NOR,DA:287,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,4048.92
NOR,DA:287,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,4183.72
NOR,DA:287,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,4351.93
NOR,DA:287,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,4446.32
NOR,DA:287,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,4245.68
NPL,BA:1510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,123.69
NPL,BA:1510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,351.08
NZL,FX:118,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,2391.19
NZL,FX:118,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,2471.18
NZL,FX:118,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,2761.07
NZL,FX:118,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,2772.42
NZL,FX:118,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,2862.65
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,263.51
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,298.08
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,330.17
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,364.49
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,360.69
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,378.93
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,381.62
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,397.14
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,433.62
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,448.14
PAK,BA:538,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,496.93
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1998,526.88
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,550.56
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,1031.4
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1082.27
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,1062.89
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,1125.51
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,1179.24
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1186.51
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,1269.98
PAN,BA:511,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,1360.28
PER,BX:375,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,494.5
PER,BX:375,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,498.18
PER,BX:375,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,440.07
PER,BX:375,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,443.24
PER,BX:375,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,486.35
PER,BX:375,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,524.39
PER,BX:375,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,546.91
PER,BX:375,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,579.98
